中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,17 ms,71 Mbps,9130 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,524 Mbps,67174 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,6 Mbps,834 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,50 ms,261 Mbps,33484 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,48 ms,392 Mbps,50278 kB/s
129.146.46.164,443,129.146.46.164,US,288 Mbps,36966 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,49 ms,452 Mbps,57958 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,415 Mbps,53145 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,78 ms,513 Mbps,65740 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,65 ms,531 Mbps,67993 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,213 Mbps,27340 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,445 Mbps,57036 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,252 Mbps,32256 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,51 Mbps,6544 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,111 ms,194 Mbps,24883 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,45 Mbps,5856 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,150 ms,44 Mbps,5721 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,128 Mbps,16486 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,167 ms,42 Mbps,5445 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,43 Mbps,5528 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,198 ms,8 Mbps,1033 kB/s
8.219.149.83,443,8.222.240.96,SG,Singapore,隧道,220 ms,63 Mbps,8190 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,230 ms,39 Mbps,4999 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,178 ms,80 Mbps,10342 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,259 ms,43 Mbps,5583 kB/s
