中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,42 ms,615 Mbps,78745 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,5 ms,1432 Mbps,183296 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,880 Mbps,112640 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,33 ms,798 Mbps,102195 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:b4,US,Los Angeles,隧道,28 ms,103 Mbps,13209 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,14 ms,880 Mbps,112640 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,30 ms,346 Mbps,44339 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,604 Mbps,77312 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,75 ms,318 Mbps,40755 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,32 ms,301 Mbps,38604 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,82 ms,4 Mbps,615 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,70 ms,47 Mbps,6056 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,26 ms,787 Mbps,100761 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,108 ms,243 Mbps,31129 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,67 ms,421 Mbps,53964 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,82 ms,46 Mbps,5993 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,110 ms,150 Mbps,19251 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,131 ms,118 Mbps,15155 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,46 ms,880 Mbps,112640 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,201 Mbps,25804 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,171 ms,3 Mbps,429 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,158 ms,118 Mbps,15155 kB/s
84.235.162.73,443,98.98.166.178,US,Frankfurt,隧道,171 ms,118 Mbps,15155 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,142 ms,140 Mbps,17920 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,154 ms,39 Mbps,5043 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,173 ms,39 Mbps,5049 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,153 ms,148 Mbps,19046 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,135 ms,129 Mbps,16588 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,188 ms,35 Mbps,4536 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,42 Mbps,5405 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,176 ms,42 Mbps,5378 kB/s
130.162.144.191,443,2a09:bac5:4735:1a14::299:3e,KR,Seoul,隧道,139 ms,40 Mbps,5216 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,191 ms,156 Mbps,19968 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,161 ms,1 Mbps,213 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,176 ms,42 Mbps,5441 kB/s
141.144.204.88,443,2a0b:21c0:1007:c7:0:ce86:a29:435,DE,Frankfurt,隧道,174 ms,125 Mbps,16076 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,171 ms,14 Mbps,1906 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,185 ms,121 Mbps,15564 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,180 ms,21 Mbps,2763 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,42 Mbps,5492 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,34 Mbps,4354 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,167 ms,42 Mbps,5428 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,155 ms,42 Mbps,5456 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,174 ms,160 Mbps,20480 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,176 ms,103 Mbps,13209 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,180 ms,3 Mbps,454 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,246 ms,69 Mbps,8930 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,168 ms,34 Mbps,4355 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,140 ms,10 Mbps,1288 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,264 ms,26 Mbps,3396 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,158 ms,0 Mbps,4 kB/s
