中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1672 Mbps,214016 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,2 ms,1464 Mbps,187392 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,776 Mbps,99328 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,66 ms,382 Mbps,48947 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,59 ms,342 Mbps,43827 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,67 ms,376 Mbps,48128 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,281 Mbps,36044 kB/s
129.146.46.164,443,129.146.46.164,US,284 Mbps,36454 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,370 Mbps,47411 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,70 ms,342 Mbps,43827 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,72 ms,399 Mbps,51097 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,81 ms,225 Mbps,28876 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,324 Mbps,41472 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,256 Mbps,32870 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,78 ms,376 Mbps,48230 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,70 ms,308 Mbps,39526 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,79 ms,240 Mbps,30720 kB/s
143.47.252.60,443,98.98.166.174,DE,Frankfurt,隧道,104 ms,263 Mbps,33689 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,244 Mbps,31334 kB/s
158.101.201.244,443,2a0b:21c0:1007:1c8:0:638:137b:4b65,DE,Frankfurt,隧道,103 ms,277 Mbps,35532 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,97 ms,49 Mbps,6353 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,97 ms,47 Mbps,6064 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,173 ms,18 Mbps,2317 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,180 ms,39 Mbps,5049 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,172 ms,2 Mbps,288 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,190 ms,33 Mbps,4332 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,112 Mbps,14438 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,193 ms,83 Mbps,10649 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,34 Mbps,4365 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,238 ms,29 Mbps,3813 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,223 ms,0 Mbps,3 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,203 ms,16 Mbps,2056 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,232 ms,3 Mbps,405 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,164 ms,0 Mbps,48 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,764 ms,12 Mbps,1565 kB/s
