中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,73 ms,321 Mbps,41164 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,227 Mbps,29081 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,215 Mbps,27545 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,72 ms,311 Mbps,39833 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,18 ms,480 Mbps,61440 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,420 Mbps,53760 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,43 Mbps,5619 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,108 ms,42 Mbps,5405 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,101 ms,249 Mbps,31948 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,10 ms,896 Mbps,114688 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,104 ms,253 Mbps,32460 kB/s
129.146.7.98,443,2a09:bac5:60ee:78::c:3a3,US,Los Angeles,隧道,73 ms,72 Mbps,9275 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,80 ms,365 Mbps,46796 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,384 Mbps,49152 kB/s
158.101.217.62,443,2606:f240:f00:6acf:0:e91d:7cc8:58b5,US,Frankfurt,隧道,103 ms,203 Mbps,26009 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,118 ms,45 Mbps,5794 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,18 ms,1 Mbps,159 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,44 Mbps,5647 kB/s
143.47.182.90,443,2a0b:21c0:100a:1f9:0:6f3e:55bb:2a14,DE,Frankfurt,隧道,104 ms,211 Mbps,27033 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,89 ms,329 Mbps,42188 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,91 ms,369 Mbps,47308 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,17 ms,57 Mbps,7343 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,165 ms,146 Mbps,18739 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,87 ms,343 Mbps,43929 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,9 ms,69 Mbps,8911 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,191 ms,99 Mbps,12697 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,269 Mbps,34508 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,41 Mbps,5287 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,128 ms,46 Mbps,5970 kB/s
193.123.38.223,443,2606:f240:f00:6acf:0:b571:8b7a:fe54,US,Frankfurt,隧道,104 ms,219 Mbps,28057 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,168 ms,38 Mbps,4932 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,176 ms,108 Mbps,13824 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,156 ms,40 Mbps,5201 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,109 ms,299 Mbps,38297 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,222 Mbps,28467 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,246 ms,12 Mbps,1605 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,257 ms,81 Mbps,10444 kB/s
13.250.22.76,443,2406:da18:4a0:de01:cfe6:46e:753b:be53,SG,Singapore,隧道,250 ms,67 Mbps,8653 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,224 ms,74 Mbps,9595 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,228 ms,23 Mbps,2964 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,203 ms,80 Mbps,10240 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,107 ms,41 Mbps,5348 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,241 ms,37 Mbps,4800 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,220 ms,41 Mbps,5300 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,237 ms,2 Mbps,282 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,241 ms,0 Mbps,8 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,220 ms,21 Mbps,2771 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:11a,KR,Seoul,隧道,213 ms,37 Mbps,4837 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,207 ms,0 Mbps,10 kB/s
