中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,10 ms,728 Mbps,93184 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,112 ms,187 Mbps,23961 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,22 ms,896 Mbps,114688 kB/s
129.146.7.98,443,2a09:bac5:60eb:1846::26b:67,US,Los Angeles,隧道,52 ms,63 Mbps,8154 kB/s
35.230.79.26,443,35.212.201.5,US,Seattle,隧道,51 ms,477 Mbps,61132 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,71 ms,467 Mbps,59801 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,419 Mbps,53657 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,55 ms,525 Mbps,67276 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,67 ms,486 Mbps,62259 kB/s
35.197.23.75,443,35.212.201.5,US,Seattle,隧道,64 ms,509 Mbps,65228 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,60 ms,376 Mbps,48230 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,60 ms,336 Mbps,43008 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,20 ms,76 Mbps,9809 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,34 ms,784 Mbps,100352 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,60 ms,482 Mbps,61747 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,114 ms,248 Mbps,31744 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,185 Mbps,23756 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,63 ms,380 Mbps,48742 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,16 ms,62 Mbps,8026 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,115 ms,21 Mbps,2767 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,132 ms,205 Mbps,26316 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,119 ms,175 Mbps,22425 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,53 ms,398 Mbps,50995 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,112 ms,49 Mbps,6303 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,119 ms,49 Mbps,6321 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,208 Mbps,26726 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,124 ms,46 Mbps,5992 kB/s
141.144.199.182,443,2a0b:21c0:100a:1b3:0:ec89:1c0c:e10a,DE,Frankfurt,隧道,111 ms,224 Mbps,28672 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,111 ms,67 Mbps,8690 kB/s
152.70.155.147,443,152.70.155.147,US,San Jose,中转,82 ms,277 Mbps,35532 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,140 ms,190 Mbps,24371 kB/s
129.146.16.219,443,129.146.16.219,US,San Jose,中转,67 ms,53 Mbps,6858 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,101 ms,46 Mbps,5909 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,178 ms,150 Mbps,19251 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,45 Mbps,5866 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,149 ms,138 Mbps,17715 kB/s
129.146.209.97,443,129.146.209.97,US,San Jose,中转,64 ms,376 Mbps,48230 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,128 ms,44 Mbps,5652 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,129 ms,45 Mbps,5796 kB/s
168.138.149.17,443,168.138.149.17,BR,S
