中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,808 Mbps,103424 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,31 ms,580 Mbps,74240 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,36 ms,575 Mbps,73625 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,36 ms,676 Mbps,86630 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,42 ms,651 Mbps,83353 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,45 ms,6 Mbps,887 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,43 ms,692 Mbps,88678 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,37 ms,522 Mbps,66867 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,128 ms,45 Mbps,5829 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,126 ms,45 Mbps,5760 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,127 ms,200 Mbps,25702 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,121 ms,44 Mbps,5646 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,127 ms,154 Mbps,19763 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,146 ms,161 Mbps,20684 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,124 ms,204 Mbps,26112 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,130 ms,45 Mbps,5776 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,130 ms,44 Mbps,5674 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,162 ms,39 Mbps,5087 kB/s
8.219.1.169,443,8.219.1.169,SG,Hong Kong,中转,190 ms,20 Mbps,2591 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,132 ms,48 Mbps,6146 kB/s
