中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,80 ms,228 Mbps,29286 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,14 ms,395 Mbps,50585 kB/s
129.146.46.164,443,129.146.46.164,340 Mbps,43520 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,75 ms,222 Mbps,28467 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,64 ms,45 Mbps,5819 kB/s
193.123.38.223,443,2606:f240:f00:6acf:0:b571:8b7a:fe54,US,Frankfurt,隧道,90 ms,257 Mbps,32972 kB/s
35.230.79.26,443,35.212.182.118,US,Seattle,隧道,73 ms,384 Mbps,49254 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,386 Mbps,49459 kB/s
35.197.23.75,443,35.212.182.118,US,Seattle,隧道,79 ms,309 Mbps,39628 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,45 ms,54 Mbps,6956 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,89 ms,328 Mbps,42086 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,87 ms,223 Mbps,28569 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,45 ms,676 Mbps,86528 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,254 Mbps,32563 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,235 Mbps,30105 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,105 ms,50 Mbps,6486 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,283 Mbps,36249 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,46 ms,1 Mbps,248 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,47 Mbps,6136 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,49 ms,78 Mbps,10035 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,238 Mbps,30515 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,335 Mbps,42905 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,86 ms,46 Mbps,5963 kB/s
158.101.217.62,443,2606:f240:f00:6acf:0:e91d:7cc8:58b5,US,Frankfurt,隧道,91 ms,243 Mbps,31129 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,97 ms,46 Mbps,6008 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,110 Mbps,14131 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,92 ms,40 Mbps,5122 kB/s
158.101.212.88,443,2a0b:21c0:1007:c7:0:7dcb:1b33:f772,DE,Frankfurt,隧道,95 ms,236 Mbps,30310 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,88 ms,42 Mbps,5397 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,85 ms,296 Mbps,37888 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,197 ms,117 Mbps,15052 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,175 ms,161 Mbps,20684 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,195 ms,91 Mbps,11673 kB/s
130.162.144.191,443,2a09:bac5:4732:155::22:11a,KR,Seoul,隧道,206 ms,40 Mbps,5128 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,193 ms,2 Mbps,332 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,215 ms,83 Mbps,10649 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,211 ms,35 Mbps,4544 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,198 ms,34 Mbps,4431 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,216 ms,35 Mbps,4554 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,238 ms,2 Mbps,319 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,217 ms,33 Mbps,4273 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,239 ms,33 Mbps,4252 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,240 ms,38 Mbps,4897 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,272 ms,88 Mbps,11264 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,240 ms,59 Mbps,7613 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,224 ms,0 Mbps,44 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,239 ms,40 Mbps,5183 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,203 ms,32 Mbps,4216 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,235 ms,0 Mbps,3 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,220 ms,4 Mbps,538 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,92 ms,0 Mbps,127 kB/s
