中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,31 ms,276 Mbps,35430 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,40 ms,553 Mbps,70860 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,11 ms,447 Mbps,57241 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,18 ms,727 Mbps,93081 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,22 ms,656 Mbps,83968 kB/s
35.197.23.75,443,35.212.183.25,US,Seattle,隧道,40 ms,669 Mbps,85708 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,43 ms,546 Mbps,69939 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,67 ms,445 Mbps,57036 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,73 ms,4 Mbps,598 kB/s
35.230.79.26,443,35.212.183.25,US,Seattle,隧道,40 ms,655 Mbps,83865 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,125 ms,45 Mbps,5830 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,124 ms,43 Mbps,5527 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,121 ms,239 Mbps,30617 kB/s
193.122.124.215,443,132.226.239.169,KR,Seoul,隧道,147 ms,131 Mbps,16793 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,143 ms,133 Mbps,17100 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,162 Mbps,20787 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,142 ms,44 Mbps,5748 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,132 Mbps,16896 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,166 ms,42 Mbps,5495 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,179 ms,30 Mbps,3890 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,192 ms,6 Mbps,853 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,144 ms,38 Mbps,4911 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,169 ms,104 Mbps,13312 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,146 ms,36 Mbps,4712 kB/s
