中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,660 Mbps,84480 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,66 Mbps,8475 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,949 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,476 Mbps,60928 kB/s
35.230.79.26,443,35.212.197.90,US,Seattle,隧道,69 ms,384 Mbps,49254 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,295 Mbps,37785 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,288 Mbps,36864 kB/s
35.197.23.75,443,35.212.197.90,US,Seattle,隧道,68 ms,386 Mbps,49459 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,66 ms,362 Mbps,46387 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,71 ms,356 Mbps,45568 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,275 Mbps,35225 kB/s
143.47.178.5,443,2606:f240:f00:eaf1:0:4285:5b9c:eea3,US,Frankfurt,隧道,101 ms,126 Mbps,16179 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,215 Mbps,27545 kB/s
130.162.231.167,443,130.162.231.167,DE,Frankfurt,中转,91 ms,215 Mbps,27545 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,21 Mbps,2692 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,102 ms,228 Mbps,29184 kB/s
130.162.36.198,443,130.162.36.198,DE,Frankfurt,中转,97 ms,203 Mbps,26009 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,43 Mbps,5596 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,44 Mbps,5738 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,175 ms,104 Mbps,13414 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,30 Mbps,3909 kB/s
3.112.21.102,443,3.112.21.102,JP,Singapore,中转,164 ms,108 Mbps,13926 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,31 Mbps,4059 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,238 ms,38 Mbps,4913 kB/s
168.138.212.80,443,168.138.212.80,JP,Hong Kong,中转,169 ms,41 Mbps,5260 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,40 Mbps,5238 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,39 Mbps,4995 kB/s
47.57.13.107,443,8.212.23.141,HK,Singapore,隧道,229 ms,11 Mbps,1445 kB/s
168.138.46.67,443,168.138.46.67,JP,Singapore,中转,191 ms,40 Mbps,5236 kB/s
8.219.1.169,443,8.219.1.169,SG,Marseille,中转,242 ms,9 Mbps,1176 kB/s
