中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,395 Mbps,50585 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,74 Mbps,9482 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,231 Mbps,29593 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,218 Mbps,27955 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,84 ms,239 Mbps,30617 kB/s
35.197.23.75,443,35.212.161.210,US,Seattle,隧道,68 ms,357 Mbps,45772 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,79 ms,340 Mbps,43520 kB/s
35.230.79.26,443,35.212.161.210,US,Seattle,隧道,68 ms,278 Mbps,35635 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,248 Mbps,31846 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,93 ms,44 Mbps,5717 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,89 ms,228 Mbps,29184 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,389 Mbps,49868 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,65 ms,349 Mbps,44748 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,257 Mbps,32972 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,102 ms,37 Mbps,4839 kB/s
129.146.46.164,443,129.146.46.164,US,231 Mbps,29593 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,80 ms,340 Mbps,43622 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,91 ms,220 Mbps,28160 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,101 ms,44 Mbps,5676 kB/s
141.144.204.88,443,98.98.156.22,DE,Frankfurt,隧道,98 ms,127 Mbps,16281 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,104 ms,328 Mbps,42086 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,89 ms,45 Mbps,5816 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,84 ms,27 Mbps,3532 kB/s
158.101.221.74,443,2a0b:21c0:100a:1f9:0:f368:56b2:79ef,DE,Frankfurt,隧道,100 ms,230 Mbps,29491 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,67 ms,280 Mbps,35840 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,86 ms,38 Mbps,4959 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,44 Mbps,5684 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,109 Mbps,14028 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,194 ms,97 Mbps,12492 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,173 ms,109 Mbps,14028 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,96 ms,0 Mbps,86 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,220 ms,14 Mbps,1860 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,214 ms,75 Mbps,9677 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,199 ms,74 Mbps,9489 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,233 ms,2 Mbps,290 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,222 ms,0 Mbps,3 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,213 ms,73 Mbps,9373 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,207 ms,68 Mbps,8794 kB/s
130.162.144.191,443,2a09:bac5:4737:1482::20b:9c,KR,Seoul,隧道,233 ms,32 Mbps,4175 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,217 ms,18 Mbps,2317 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,215 ms,22 Mbps,2906 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,237 ms,35 Mbps,4559 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,233 ms,2 Mbps,279 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,235 ms,3 Mbps,507 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,218 ms,32 Mbps,4146 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,209 ms,19 Mbps,2433 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,206 ms,1 Mbps,163 kB/s
168.138.165.174,443,168.138.165.174,SG,San Jose,中转,1198 ms,34 Mbps,4426 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,1 ms,94 Mbps,12083 kB/s
