中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,6 ms,7 Mbps,946 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,832 Mbps,106496 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,325 Mbps,41676 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,255 Mbps,32665 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,68 ms,351 Mbps,44953 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,400 Mbps,51200 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,73 ms,333 Mbps,42700 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,43 Mbps,5607 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,73 ms,356 Mbps,45568 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,73 ms,344 Mbps,44032 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,268 Mbps,34406 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,36 Mbps,4645 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,272 Mbps,34816 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,104 ms,243 Mbps,31129 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,43 Mbps,5523 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,167 ms,137 Mbps,17612 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,40 Mbps,5188 kB/s
193.123.164.128,443,152.70.104.125,JP,Tokyo,隧道,160 ms,111 Mbps,14233 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,120 Mbps,15360 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,38 Mbps,4887 kB/s
130.162.145.204,443,161.118.130.45,KR,Seoul,隧道,208 ms,73 Mbps,9386 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,238 ms,31 Mbps,4022 kB/s
8.219.97.136,443,8.219.116.219,SG,Hong Kong,隧道,235 ms,9 Mbps,1279 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,202 ms,27 Mbps,3476 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,103 ms,43 Mbps,5505 kB/s
