中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,904 Mbps,115712 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,2016 Mbps,258048 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,564 Mbps,72192 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,26 ms,952 Mbps,121856 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,28 ms,992 Mbps,126976 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,28 ms,1008 Mbps,129024 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,72 ms,317 Mbps,40652 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,49 Mbps,6330 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,221 Mbps,28364 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,118 Mbps,15155 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,155 ms,43 Mbps,5548 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,139 Mbps,17817 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,154 ms,43 Mbps,5570 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,120 ms,49 Mbps,6290 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,47 Mbps,6036 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,145 ms,40 Mbps,5184 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,165 ms,43 Mbps,5626 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,155 ms,0 Mbps,35 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,178 ms,12 Mbps,1619 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,112 ms,0 Mbps,103 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,138 ms,45 Mbps,5799 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,164 ms,103 Mbps,13209 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,187 ms,39 Mbps,5066 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,132 ms,160 Mbps,20582 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,167 ms,45 Mbps,5867 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1065 ms,279 Mbps,35737 kB/s
