中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,30 ms,880 Mbps,112640 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,2 ms,709 Mbps,90828 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,4 ms,47 Mbps,6138 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,73 ms,351 Mbps,44953 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,42 ms,888 Mbps,113664 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,13 ms,597 Mbps,76492 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,26 ms,888 Mbps,113664 kB/s
150.230.44.13,443,150.230.44.13,US,Salt Lake City,中转,7 ms,296 Mbps,37888 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,28 ms,622 Mbps,79667 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,651 Mbps,83353 kB/s
192.9.146.103,443,192.9.146.103,US,Dallas,中转,2 ms,674 Mbps,86323 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,72 ms,368 Mbps,47104 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,San Jose,隧道,33 ms,58 Mbps,7424 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,37 ms,68 Mbps,8744 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,2 ms,539 Mbps,69017 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,69 ms,37 Mbps,4796 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,34 ms,260 Mbps,33382 kB/s
130.162.166.152,443,2606:f240:f00:5a42:0:3d2b:b15a:c003,US,Frankfurt,隧道,162 ms,133 Mbps,17100 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,140 Mbps,17920 kB/s
141.144.199.182,443,2a0b:21c0:1007:1c7:0:e4ec:4f0:8a67,DE,Frankfurt,隧道,157 ms,115 Mbps,14745 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,114 ms,204 Mbps,26214 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,174 ms,20 Mbps,2630 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,162 ms,112 Mbps,14438 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,172 ms,121 Mbps,15564 kB/s
158.101.141.253,443,158.101.141.253,JP,Tokyo,中转,169 ms,108 Mbps,13824 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,180 ms,114 Mbps,14643 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,44 Mbps,5733 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,67 ms,281 Mbps,36044 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,181 ms,3 Mbps,420 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,136 ms,132 Mbps,16998 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,113 ms,167 Mbps,21401 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,77 ms,32 Mbps,4181 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,83 ms,47 Mbps,6091 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,175 ms,66 Mbps,8472 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,154 ms,40 Mbps,5167 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,108 Mbps,13824 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,186 ms,42 Mbps,5378 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,184 ms,40 Mbps,5210 kB/s
8.212.48.236,443,47.76.21.114,HK,Hong Kong,隧道,166 ms,126 Mbps,16179 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,165 ms,36 Mbps,4703 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,142 ms,107 Mbps,13721 kB/s
168.138.149.17,443,168.138.149.17,BR,S
