中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,477 Mbps,61132 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,29 ms,1080 Mbps,138240 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,52 ms,46 Mbps,5906 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,398 Mbps,50995 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,359 Mbps,45977 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,58 ms,524 Mbps,67174 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,23 ms,60 Mbps,7803 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,51 ms,495 Mbps,63385 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,46 ms,408 Mbps,52326 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,29 ms,68 Mbps,8742 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,27 ms,784 Mbps,100454 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,55 ms,411 Mbps,52633 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,150 ms,195 Mbps,24985 kB/s
143.47.178.5,443,2a0b:21c0:100a:1b3:0:c20:8052:2873,DE,Frankfurt,隧道,117 ms,224 Mbps,28774 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,123 ms,229 Mbps,29388 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,288 Mbps,36864 kB/s
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,53 ms,538 Mbps,68915 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,50 ms,50 Mbps,6518 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,54 ms,346 Mbps,44339 kB/s
152.70.60.159,443,2a0b:21c0:1007:c9:0:1612:db2e:689,DE,Frankfurt,隧道,125 ms,216 Mbps,27648 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,122 ms,258 Mbps,33075 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,106 ms,45 Mbps,5858 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,125 ms,42 Mbps,5499 kB/s
193.123.61.156,443,2a0b:21c0:100a:1b7:0:4587:2b05:2302,DE,Frankfurt,隧道,119 ms,213 Mbps,27340 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,189 Mbps,24268 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,126 ms,45 Mbps,5861 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,156 Mbps,20070 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,131 ms,44 Mbps,5660 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,126 ms,43 Mbps,5518 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,106 ms,41 Mbps,5276 kB/s
143.47.183.201,443,2606:f240:f00:5a42:0:223d:d4a1:aeee,US,Frankfurt,隧道,113 ms,168 Mbps,21504 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,125 ms,165 Mbps,21196 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,135 ms,41 Mbps,5371 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,197 ms,113 Mbps,14540 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,167 ms,88 Mbps,11366 kB/s
