中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,5 ms,793 Mbps,101580 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,8 ms,79 Mbps,10137 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,58 ms,608 Mbps,77926 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,421 Mbps,53964 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,80 ms,347 Mbps,44441 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:San Jose,中转,0 ms,239 Mbps,30617 kB/s
35.230.79.26,443,35.212.201.5,US,Seattle,隧道,71 ms,333 Mbps,42700 kB/s
35.197.23.75,443,35.212.201.5,US,Seattle,隧道,72 ms,348 Mbps,44646 kB/s
141.144.199.182,443,2a0b:21c0:100a:1b3:0:ec89:1c0c:e10a,DE,Frankfurt,隧道,102 ms,245 Mbps,31436 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,78 ms,402 Mbps,51507 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,253 Mbps,32460 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,285 Mbps,36556 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,99 ms,49 Mbps,6325 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,389 Mbps,49868 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,37 Mbps,4846 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,71 ms,419 Mbps,53657 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,90 ms,25 Mbps,3212 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,218 Mbps,27955 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,348 Mbps,44646 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,228 Mbps,29184 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,256 Mbps,32870 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,126 ms,44 Mbps,5649 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,102 ms,246 Mbps,31539 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,64 ms,286 Mbps,36659 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,105 ms,45 Mbps,5800 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,93 ms,316 Mbps,40448 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,93 ms,41 Mbps,5271 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,109 ms,59 Mbps,7602 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,205 Mbps,26316 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,101 ms,47 Mbps,6096 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,105 ms,49 Mbps,6329 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,48 Mbps,6175 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,104 ms,335 Mbps,42905 kB/s
193.123.37.219,443,2a0b:21c0:100a:1b2:0:8c9e:bd4e:3d0b,DE,Frankfurt,隧道,97 ms,224 Mbps,28774 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,130 Mbps,16691 kB/s
152.70.155.147,443,152.70.155.147,US,Dallas,中转,98 ms,194 Mbps,24883 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,212 ms,112 Mbps,14438 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,167 ms,42 Mbps,5417 kB/s
168.138.149.17,443,168.138.149.17,BR,S
