中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,49 ms,505 Mbps,64716 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,745 Mbps,95436 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,254 Mbps,32563 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,50 ms,476 Mbps,60928 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,420 Mbps,53760 kB/s
129.146.7.98,443,2a09:bac5:60e9:183c::26a:b4,US,Los Angeles,隧道,73 ms,63 Mbps,8111 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,24 ms,864 Mbps,110592 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,21 ms,68 Mbps,8793 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,19 ms,50 Mbps,6432 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,62 ms,333 Mbps,42700 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,52 ms,439 Mbps,56217 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,57 ms,339 Mbps,43417 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,53 ms,508 Mbps,65126 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,240 Mbps,30822 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,117 ms,38 Mbps,4917 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,130 ms,45 Mbps,5845 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,197 Mbps,25292 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,124 ms,44 Mbps,5679 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,53 ms,472 Mbps,60416 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,93 ms,188 Mbps,24166 kB/s
193.123.61.156,443,2a0b:21c0:1007:c9:0:d7e3:b3ed:3949,DE,Frankfurt,隧道,118 ms,185 Mbps,23756 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,121 ms,200 Mbps,25702 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,46 Mbps,5986 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,196 Mbps,25190 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,56 ms,4 Mbps,573 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,180 ms,124 Mbps,15974 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,114 ms,45 Mbps,5779 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,150 ms,175 Mbps,22425 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,152 ms,134 Mbps,17203 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,188 ms,93 Mbps,11980 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,43 Mbps,5518 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,117 ms,240 Mbps,30720 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,197 ms,20 Mbps,2577 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,125 ms,17 Mbps,2196 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,203 ms,64 Mbps,8198 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,227 ms,20 Mbps,2662 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,198 ms,42 Mbps,5481 kB/s
130.162.144.191,443,2a09:bac1:3f20::299:17,KR,Seoul,隧道,238 ms,33 Mbps,4248 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,216 ms,2 Mbps,372 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,39 Mbps,4993 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,211 ms,82 Mbps,10547 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,204 ms,77 Mbps,9900 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,207 ms,95 Mbps,12185 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,208 ms,3 Mbps,467 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,262 ms,37 Mbps,4836 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,240 ms,43 Mbps,5511 kB/s
146.56.154.57,443,128.14.104.155,SG,Singapore,隧道,266 ms,52 Mbps,6681 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,204 ms,0 Mbps,5 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,247 ms,5 Mbps,752 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,223 ms,34 Mbps,4357 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,206 ms,0 Mbps,2 kB/s
