中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,4 Mbps,581 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,703 Mbps,90009 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,45 ms,403 Mbps,51609 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,409 Mbps,52428 kB/s
34.82.76.253,443,34.182.31.213,US,Seattle,隧道,47 ms,502 Mbps,64307 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,306 Mbps,39219 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,67 ms,322 Mbps,41267 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,56 ms,556 Mbps,71270 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,420 Mbps,53760 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,58 ms,526 Mbps,67379 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,46 Mbps,5988 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,102 ms,36 Mbps,4735 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,250 Mbps,32051 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,220 Mbps,28262 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,195 Mbps,24985 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,152 ms,40 Mbps,5150 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,147 ms,46 Mbps,5998 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,156 Mbps,20070 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,151 ms,44 Mbps,5742 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,109 ms,44 Mbps,5704 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,164 ms,39 Mbps,5088 kB/s
144.24.85.97,443,168.107.48.201,KR,Seoul,隧道,174 ms,102 Mbps,13107 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,204 ms,12 Mbps,1622 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,33 Mbps,4278 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,42 Mbps,5412 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,203 ms,77 Mbps,9978 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,239 ms,0 Mbps,75 kB/s
