中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,38 ms,336 Mbps,43110 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,20 ms,636 Mbps,81408 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,24 ms,952 Mbps,121856 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,3 ms,792 Mbps,101478 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,24 ms,66 Mbps,8484 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,31 ms,787 Mbps,100761 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,36 ms,920 Mbps,117760 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,32 ms,632 Mbps,80896 kB/s
129.146.7.98,443,2a09:bac5:60ee:78::c:3a3,US,Los Angeles,隧道,25 ms,84 Mbps,10752 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,80 ms,42 Mbps,5498 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,26 ms,1752 Mbps,224256 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,96 ms,268 Mbps,34406 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,33 ms,284 Mbps,36454 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,182 ms,3 Mbps,391 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,162 ms,40 Mbps,5165 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,71 ms,454 Mbps,58163 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,257 Mbps,32972 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,161 ms,177 Mbps,22732 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,112 ms,48 Mbps,6150 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,107 ms,282 Mbps,36147 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,74 ms,50 Mbps,6494 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,144 ms,188 Mbps,24064 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,151 ms,125 Mbps,16076 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,112 ms,0 Mbps,105 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,143 ms,180 Mbps,23142 kB/s
143.47.182.90,443,2a0b:21c0:100a:1f9:0:6f3e:55bb:2a14,DE,Frankfurt,隧道,173 ms,124 Mbps,15974 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,168 ms,43 Mbps,5510 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,162 ms,29 Mbps,3734 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,115 ms,160 Mbps,20582 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,139 ms,42 Mbps,5452 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,191 ms,41 Mbps,5274 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,151 ms,140 Mbps,17920 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,183 ms,121 Mbps,15564 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,159 ms,44 Mbps,5746 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,190 ms,40 Mbps,5212 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,177 ms,108 Mbps,13926 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,165 ms,38 Mbps,4884 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,172 ms,125 Mbps,16076 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,161 ms,38 Mbps,4926 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,163 ms,39 Mbps,5040 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,120 Mbps,15360 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,162 ms,38 Mbps,4991 kB/s
130.162.144.191,443,2a09:bac5:4734:155::22:114,KR,Seoul,隧道,151 ms,46 Mbps,6004 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,216 ms,30 Mbps,3859 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,239 ms,37 Mbps,4794 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,313 ms,70 Mbps,9017 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,154 ms,38 Mbps,4899 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,168 ms,35 Mbps,4600 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,174 ms,3 Mbps,468 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,261 ms,30 Mbps,3886 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,261 ms,19 Mbps,2550 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,159 ms,0 Mbps,47 kB/s
