中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,8 ms,912 Mbps,116736 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,44 ms,363 Mbps,46489 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,39 ms,79 Mbps,10137 kB/s
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,28 ms,554 Mbps,70963 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,675 Mbps,86425 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,27 ms,800 Mbps,102400 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,11 ms,682 Mbps,87347 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,28 ms,800 Mbps,102400 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,2032 Mbps,260096 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,78 ms,324 Mbps,41574 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,248 Mbps,31846 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,201 Mbps,25804 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,72 ms,440 Mbps,56422 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,75 ms,1 Mbps,188 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,71 ms,304 Mbps,39014 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,72 ms,297 Mbps,38092 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,83 ms,47 Mbps,6122 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,118 ms,40 Mbps,5218 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,109 Mbps,14028 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,105 ms,228 Mbps,29184 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,166 ms,110 Mbps,14131 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,151 ms,45 Mbps,5837 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,136 ms,48 Mbps,6238 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,130 ms,50 Mbps,6405 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,152 ms,42 Mbps,5378 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,165 ms,152 Mbps,19456 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,115 ms,175 Mbps,22425 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,167 ms,44 Mbps,5756 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,143 ms,141 Mbps,18124 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,149 ms,47 Mbps,6139 kB/s
130.162.144.191,443,2a09:bac5:4733:1482::20b:86,KR,Seoul,隧道,144 ms,43 Mbps,5510 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,195 ms,3 Mbps,433 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,184 ms,119 Mbps,15257 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,136 ms,141 Mbps,18124 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,161 ms,152 Mbps,19558 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,157 ms,43 Mbps,5536 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,160 ms,37 Mbps,4850 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,170 ms,44 Mbps,5683 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,206 ms,21 Mbps,2725 kB/s
146.56.171.110,443,2602:ffe4:407:20d9:0:78d6:e359:2d9d,SG,Singapore,隧道,214 ms,90 Mbps,11571 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,203 ms,40 Mbps,5184 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,181 ms,3 Mbps,511 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,165 ms,19 Mbps,2532 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,237 ms,61 Mbps,7889 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,152 ms,2 Mbps,307 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,171 ms,41 Mbps,5269 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,145 ms,16 Mbps,2073 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,255 ms,22 Mbps,2828 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,334 ms,0 Mbps,30 kB/s
