中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,668 Mbps,85504 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,38 ms,571 Mbps,73113 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,36 ms,677 Mbps,86732 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,230 Mbps,29491 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,26 ms,777 Mbps,99532 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,38 ms,525 Mbps,67276 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,52 ms,49 Mbps,6291 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,47 ms,478 Mbps,61235 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,51 ms,6 Mbps,831 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,56 ms,263 Mbps,33689 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,127 ms,44 Mbps,5711 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,208 Mbps,26624 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,128 ms,160 Mbps,20480 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,132 ms,41 Mbps,5280 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,134 ms,152 Mbps,19456 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,129 ms,42 Mbps,5493 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,130 ms,31 Mbps,4073 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,136 ms,36 Mbps,4677 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,149 ms,157 Mbps,20172 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,166 ms,39 Mbps,5014 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,39 Mbps,5055 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,177 ms,1 Mbps,242 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,189 ms,12 Mbps,1570 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,200 ms,40 Mbps,5163 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,210 ms,46 Mbps,5922 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,139 ms,38 Mbps,4957 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,163 ms,2 Mbps,324 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,384 Mbps,49254 kB/s
