中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,9 Mbps,1220 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,293 Mbps,37580 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,71 ms,219 Mbps,28057 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1416 Mbps,181248 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,8 ms,1576 Mbps,201728 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,43 Mbps,5509 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,83 ms,41 Mbps,5304 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,227 Mbps,29081 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,54 ms,339 Mbps,43417 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,218 Mbps,27955 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,74 ms,310 Mbps,39731 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,72 ms,400 Mbps,51302 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,91 ms,307 Mbps,39321 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,80 ms,306 Mbps,39219 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,249 Mbps,31948 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,73 ms,358 Mbps,45875 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,87 ms,247 Mbps,31641 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,82 ms,352 Mbps,45158 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,288 Mbps,36864 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,46 Mbps,5969 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,178 ms,130 Mbps,16691 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,181 ms,16 Mbps,2126 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,177 ms,2 Mbps,341 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,199 ms,79 Mbps,10137 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,112 Mbps,14336 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,182 ms,38 Mbps,4934 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,29 Mbps,3815 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,214 ms,33 Mbps,4264 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,225 ms,0 Mbps,6 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,247 ms,30 Mbps,3955 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,262 ms,2 Mbps,285 kB/s
8.219.66.156,443,47.84.40.188,SG,Singapore,隧道,261 ms,47 Mbps,6048 kB/s
158.101.130.149,443,2602:ffe4:407:20da:0:8169:f91b:a497,SG,Singapore,隧道,264 ms,52 Mbps,6694 kB/s
146.56.146.67,443,2602:ffe4:407:20d9:0:d9fe:3446:645e,SG,Singapore,隧道,282 ms,38 Mbps,4910 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,293 ms,3 Mbps,484 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,242 ms,0 Mbps,111 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,260 ms,0 Mbps,11 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,184 Mbps,23654 kB/s
