中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,1680 Mbps,215040 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,670 Mbps,85811 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,25 ms,912 Mbps,116736 kB/s
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,24 ms,936 Mbps,119808 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,7 ms,904 Mbps,115712 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,26 ms,920 Mbps,117760 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,681 Mbps,87244 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,70 ms,198 Mbps,25395 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,64 ms,45 Mbps,5842 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,243 Mbps,31129 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,122 ms,49 Mbps,6284 kB/s
131.186.61.103,443,2607:a400:a:6b:0:7fd8:b429:5ef1,US,Los Angeles,隧道,107 ms,227 Mbps,29081 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,71 ms,326 Mbps,41779 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,80 ms,340 Mbps,43520 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,50 Mbps,6402 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,120 ms,173 Mbps,22220 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,155 ms,126 Mbps,16179 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,155 ms,42 Mbps,5403 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,116 ms,256 Mbps,32768 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,164 ms,109 Mbps,14028 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,156 ms,0 Mbps,2 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,168 ms,138 Mbps,17715 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,148 ms,134 Mbps,17203 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,67 ms,417 Mbps,53452 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,41 Mbps,5291 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,189 ms,3 Mbps,394 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,73 ms,48 Mbps,6149 kB/s
130.162.144.191,443,2a09:bac1:3f20::20b:7a,KR,Seoul,隧道,157 ms,39 Mbps,5028 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,134 ms,41 Mbps,5349 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,202 ms,107 Mbps,13721 kB/s
143.47.176.251,443,2a0b:21c0:1007:cb:0:c9a9:7920:454e,DE,Frankfurt,隧道,157 ms,100 Mbps,12902 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,158 ms,46 Mbps,5916 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,192 ms,36 Mbps,4709 kB/s
158.101.217.62,443,2a0b:21c0:1007:1cb:0:4004:4de5:6aa,DE,Frankfurt,隧道,170 ms,120 Mbps,15462 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,164 ms,45 Mbps,5821 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,136 ms,143 Mbps,18329 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,174 ms,43 Mbps,5591 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,195 ms,39 Mbps,5028 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,163 ms,152 Mbps,19558 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,207 ms,19 Mbps,2536 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,173 ms,41 Mbps,5287 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,169 ms,3 Mbps,437 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,252 ms,69 Mbps,8887 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,177 ms,0 Mbps,53 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,143 ms,42 Mbps,5386 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,184 ms,41 Mbps,5340 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,163 ms,0 Mbps,50 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,266 ms,28 Mbps,3608 kB/s
