中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,33 ms,456 Mbps,58368 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,36 ms,460 Mbps,58982 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,27 ms,653 Mbps,83660 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,679 Mbps,86937 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,52 ms,432 Mbps,55398 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,24 ms,785 Mbps,100556 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,193 Mbps,24780 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,125 ms,46 Mbps,5959 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,130 ms,181 Mbps,23244 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,131 ms,44 Mbps,5653 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,128 ms,41 Mbps,5311 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,130 ms,144 Mbps,18534 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,133 ms,41 Mbps,5340 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,130 ms,40 Mbps,5203 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,129 ms,187 Mbps,23961 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,133 ms,160 Mbps,20582 kB/s
158.101.201.244,443,163.123.193.23,DE,Munich,隧道,148 ms,88 Mbps,11264 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,175 ms,44 Mbps,5702 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,196 ms,32 Mbps,4186 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,134 ms,46 Mbps,5987 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,167 ms,38 Mbps,4940 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,172 ms,116 Mbps,14950 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,140 ms,0 Mbps,54 kB/s
