中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,7 Mbps,956 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,727 Mbps,93081 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,340 Mbps,43520 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,243 Mbps,31129 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,337 Mbps,43212 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,63 ms,416 Mbps,53350 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,61 ms,333 Mbps,42700 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,71 ms,325 Mbps,41676 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,74 ms,340 Mbps,43520 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,97 ms,353 Mbps,45260 kB/s
43.153.103.203,443,43.153.103.203,US,Los Angeles,中转,81 ms,371 Mbps,47513 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,254 Mbps,32563 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,170 Mbps,21811 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,96 ms,49 Mbps,6363 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,231 Mbps,29593 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,88 ms,46 Mbps,5901 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,41 Mbps,5318 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,120 Mbps,15360 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,180 ms,38 Mbps,4927 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,41 Mbps,5291 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,213 ms,10 Mbps,1312 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,222 ms,41 Mbps,5331 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,210 ms,70 Mbps,8972 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,261 ms,0 Mbps,69 kB/s
