中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,84 ms,287 Mbps,36761 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,22 ms,808 Mbps,103424 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,81 ms,289 Mbps,37068 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,75 ms,354 Mbps,45363 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,46 Mbps,5968 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,216 Mbps,27648 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,211 Mbps,27033 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,222 Mbps,28467 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,10 ms,56 Mbps,7179 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,35 ms,532 Mbps,68096 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,95 ms,44 Mbps,5740 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,80 ms,246 Mbps,31539 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,47 Mbps,6115 kB/s
158.101.217.62,443,2606:f240:f00:83a7:0:a6b2:10fe:568a,US,Frankfurt,隧道,92 ms,216 Mbps,27648 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,291 Mbps,37273 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,307 Mbps,39321 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,79 ms,0 Mbps,106 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,106 ms,349 Mbps,44748 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,78 ms,339 Mbps,43417 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,252 Mbps,32256 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,75 ms,376 Mbps,48128 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,49 Mbps,6345 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,48 Mbps,6207 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,97 ms,40 Mbps,5138 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,99 ms,22 Mbps,2823 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,161 ms,150 Mbps,19251 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,204 ms,88 Mbps,11264 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,142 Mbps,18227 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,177 ms,42 Mbps,5389 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,194 ms,74 Mbps,9578 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,204 ms,84 Mbps,10854 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,216 ms,80 Mbps,10342 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,213 ms,38 Mbps,4973 kB/s
130.162.144.191,443,2a09:bac5:4737:155::22:12b,KR,Seoul,隧道,211 ms,37 Mbps,4754 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,231 ms,32 Mbps,4200 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,211 ms,31 Mbps,4036 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,32 Mbps,4149 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,232 ms,2 Mbps,269 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,212 ms,34 Mbps,4387 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,238 ms,39 Mbps,5025 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,37 Mbps,4791 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,235 ms,77 Mbps,9933 kB/s
8.219.62.94,443,47.245.114.12,SG,Singapore,隧道,259 ms,8 Mbps,1044 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,266 ms,11 Mbps,1469 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,213 ms,2 Mbps,337 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,234 ms,49 Mbps,6362 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,226 ms,0 Mbps,80 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,195 ms,27 Mbps,3507 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,209 ms,0 Mbps,67 kB/s
