中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,8 ms,13 Mbps,1694 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,1392 Mbps,178176 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,473 Mbps,60620 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,9 ms,1464 Mbps,187392 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,265 Mbps,33996 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,61 ms,350 Mbps,44851 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,383 Mbps,49049 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,54 ms,357 Mbps,45772 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,485 Mbps,62156 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,92 ms,260 Mbps,33280 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,72 ms,400 Mbps,51200 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,266 Mbps,34099 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,80 ms,235 Mbps,30105 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,71 ms,362 Mbps,46387 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,271 Mbps,34713 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,237 Mbps,30412 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,232 Mbps,29798 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,269 Mbps,34508 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,47 Mbps,6050 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,45 Mbps,5797 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,110 Mbps,14131 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,21 Mbps,2757 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,1 Mbps,192 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,193 ms,91 Mbps,11673 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,175 ms,0 Mbps,102 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,217 ms,27 Mbps,3573 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,39 Mbps,5024 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,226 ms,0 Mbps,11 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,248 ms,3 Mbps,510 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,234 ms,0 Mbps,16 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,214 ms,0 Mbps,23 kB/s
