中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,4 ms,1520 Mbps,194560 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,2048 Mbps,262144 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,27 ms,920 Mbps,117760 kB/s
35.230.79.26,443,35.212.176.58,US,Seattle,隧道,24 ms,992 Mbps,126976 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,10 ms,1544 Mbps,197632 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,31 ms,468 Mbps,60006 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s
35.197.23.75,443,35.212.176.58,US,Seattle,隧道,22 ms,816 Mbps,104448 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,696 Mbps,89190 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,68 ms,340 Mbps,43520 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,124 ms,41 Mbps,5323 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,67 ms,7 Mbps,955 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,50 Mbps,6458 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,237 Mbps,30412 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,49 Mbps,6390 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,133 ms,49 Mbps,6304 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,163 ms,38 Mbps,4909 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,162 ms,132 Mbps,16896 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,150 Mbps,19251 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,138 Mbps,17715 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,177 ms,47 Mbps,6129 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,173 ms,22 Mbps,2918 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,170 ms,29 Mbps,3805 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,141 ms,136 Mbps,17408 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,132 ms,1 Mbps,239 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,176 ms,22 Mbps,2910 kB/s
