中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,25 ms,80 Mbps,10342 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,48 ms,559 Mbps,71577 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,47 ms,317 Mbps,40652 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,642 Mbps,82227 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,30 ms,856 Mbps,109568 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,47 ms,485 Mbps,62156 kB/s
129.146.7.98,443,2a09:bac5:60e9:183c::26a:db,US,Los Angeles,隧道,50 ms,90 Mbps,11571 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,64 ms,332 Mbps,42598 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,50 ms,469 Mbps,60108 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,34 ms,776 Mbps,99328 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,545 Mbps,69836 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,52 ms,62 Mbps,7971 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,57 ms,415 Mbps,53145 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,58 ms,383 Mbps,49049 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,208 Mbps,26624 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,128 ms,208 Mbps,26624 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,116 ms,38 Mbps,4951 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,147 ms,153 Mbps,19660 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,136 ms,159 Mbps,20377 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,128 ms,171 Mbps,21913 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,123 ms,2 Mbps,364 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,119 ms,44 Mbps,5732 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,131 ms,164 Mbps,21094 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,151 ms,39 Mbps,5095 kB/s
152.70.62.177,443,2606:f240:f00:2be4:0:4470:4e53:53a7,DE,Frankfurt,隧道,130 ms,150 Mbps,19251 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,156 ms,41 Mbps,5323 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,148 ms,40 Mbps,5125 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,143 ms,2 Mbps,335 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,176 ms,40 Mbps,5239 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,168 ms,99 Mbps,12697 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,191 ms,34 Mbps,4373 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,184 ms,44 Mbps,5742 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,204 ms,79 Mbps,10137 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,208 ms,4 Mbps,545 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,203 ms,0 Mbps,40 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,258 ms,0 Mbps,26 kB/s
