中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,8 ms,735 Mbps,94105 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,21 ms,920 Mbps,117760 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,26 ms,774 Mbps,99123 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,800 Mbps,102400 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,1176 Mbps,150528 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,22 ms,680 Mbps,87040 kB/s
129.146.46.164,443,129.146.46.164,333 Mbps,42700 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,23 ms,329 Mbps,42188 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,667 Mbps,85401 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,24 ms,437 Mbps,56012 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,73 ms,7 Mbps,945 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,352 Mbps,45158 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,235 Mbps,30105 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,45 Mbps,5815 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,119 ms,214 Mbps,27443 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,121 ms,46 Mbps,6013 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,121 ms,43 Mbps,5603 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,150 ms,40 Mbps,5226 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,168 ms,112 Mbps,14336 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,143 ms,39 Mbps,5096 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,169 ms,112 Mbps,14336 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,121 Mbps,15564 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,171 ms,39 Mbps,5112 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,183 ms,35 Mbps,4512 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,161 ms,38 Mbps,4907 kB/s
