中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,856 Mbps,109568 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,51 Mbps,6583 kB/s
35.230.79.26,443,35.212.212.2,US,Seattle,隧道,51 ms,434 Mbps,55603 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,420 Mbps,53862 kB/s
129.159.84.71,443,129.159.84.71,US,Dallas,中转,31 ms,7 Mbps,907 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,49 ms,228 Mbps,29184 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,47 ms,448 Mbps,57344 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,50 ms,508 Mbps,65126 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,430 Mbps,55091 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,52 ms,478 Mbps,61235 kB/s
35.197.23.75,443,35.212.212.2,US,Seattle,隧道,49 ms,403 Mbps,51609 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,208 Mbps,26726 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,106 ms,49 Mbps,6369 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,97 ms,47 Mbps,6017 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,213 Mbps,27340 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,232 Mbps,29798 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,144 Mbps,18432 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,146 ms,44 Mbps,5686 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,114 ms,41 Mbps,5261 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,158 ms,41 Mbps,5331 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,41 Mbps,5291 kB/s
144.24.85.97,443,158.180.76.162,KR,Seoul,隧道,174 ms,89 Mbps,11468 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,36 Mbps,4608 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,194 ms,36 Mbps,4690 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,196 ms,10 Mbps,1323 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,211 ms,34 Mbps,4418 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,20 Mbps,2675 kB/s
8.219.139.93,443,47.84.40.188,SG,Singapore,隧道,216 ms,55 Mbps,7098 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,237 ms,41 Mbps,5258 kB/s
