中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,21 ms,984 Mbps,125952 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,33 ms,461 Mbps,59084 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,13 ms,674 Mbps,86323 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,8 ms,747 Mbps,95641 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:1b,US,Los Angeles,隧道,61 ms,49 Mbps,6288 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,33 ms,968 Mbps,123904 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,608 Mbps,77926 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,11 ms,355 Mbps,45465 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,22 ms,580 Mbps,74240 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,21 ms,424 Mbps,54374 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,4 ms,816 Mbps,104448 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,73 ms,332 Mbps,42496 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,116 ms,217 Mbps,27852 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,37 ms,50 Mbps,6406 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:San Jose,中转,0 ms,304 Mbps,39014 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,32 ms,297 Mbps,38092 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,8 ms,37 Mbps,4843 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,89 ms,475 Mbps,60825 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,74 ms,445 Mbps,57036 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,149 ms,136 Mbps,17408 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,75 ms,19 Mbps,2535 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,84 ms,0 Mbps,121 kB/s
129.146.240.62,443,129.146.240.62,US,Salt Lake City,中转,30 ms,386 Mbps,49459 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,144 ms,195 Mbps,24985 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,84 ms,1 Mbps,154 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,81 ms,47 Mbps,6094 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,173 ms,3 Mbps,415 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,122 Mbps,15667 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,167 ms,143 Mbps,18329 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,170 ms,120 Mbps,15360 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,38 ms,326 Mbps,41779 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,156 ms,42 Mbps,5449 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,42 Mbps,5457 kB/s
130.162.144.191,443,2a09:bac5:4734:1a14::299:29,KR,Seoul,隧道,138 ms,34 Mbps,4466 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,151 ms,40 Mbps,5201 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,136 ms,169 Mbps,21708 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,48 Mbps,6256 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,176 ms,119 Mbps,15257 kB/s
