中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,775 Mbps,99225 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,957 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,49 ms,226 Mbps,28979 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,60 ms,316 Mbps,40448 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,61 ms,446 Mbps,57139 kB/s
34.82.76.253,443,34.182.31.213,US,Seattle,隧道,48 ms,532 Mbps,68198 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,411 Mbps,52633 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,48 ms,312 Mbps,39936 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,52 ms,466 Mbps,59699 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,180 Mbps,23040 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,188 Mbps,24166 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,214 Mbps,27443 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,44 Mbps,5650 kB/s
141.144.201.185,443,163.123.193.10,DE,Frankfurt,隧道,104 ms,239 Mbps,30617 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,45 Mbps,5764 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,152 ms,39 Mbps,5068 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,141 ms,157 Mbps,20172 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,110 ms,47 Mbps,6050 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,203 ms,12 Mbps,1610 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,39 Mbps,5015 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,41 Mbps,5284 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,231 ms,69 Mbps,8873 kB/s
