中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,34.127.34.227,US,Seattle,隧道,34 ms,707 Mbps,90521 kB/s
35.197.23.75,443,35.212.128.242,US,Seattle,隧道,36 ms,408 Mbps,52224 kB/s
35.230.79.26,443,35.212.128.242,US,Seattle,隧道,35 ms,667 Mbps,85401 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,34 ms,595 Mbps,76185 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,23 ms,796 Mbps,101990 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,46 ms,33 Mbps,4339 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,49 ms,534 Mbps,68403 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,520 Mbps,66662 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,54 ms,2 Mbps,381 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,48 ms,238 Mbps,30515 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,41 ms,472 Mbps,60416 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,138 ms,156 Mbps,19968 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,221 Mbps,28364 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,128 ms,43 Mbps,5597 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,132 ms,191 Mbps,24473 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,136 ms,191 Mbps,24473 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,131 ms,153 Mbps,19660 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,123 ms,46 Mbps,5920 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,130 ms,44 Mbps,5691 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,131 ms,41 Mbps,5371 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,171 ms,7 Mbps,988 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,172 ms,37 Mbps,4739 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,195 ms,35 Mbps,4491 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,173 ms,37 Mbps,4780 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,203 ms,13 Mbps,1780 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,185 ms,9 Mbps,1240 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,193 ms,80 Mbps,10342 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,131 ms,45 Mbps,5875 kB/s
