中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,718 Mbps,91955 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,2 ms,1328 Mbps,169984 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,7 ms,1616 Mbps,206848 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,73 ms,256 Mbps,32870 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,344 Mbps,44032 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,72 ms,380 Mbps,48640 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,164 Mbps,21094 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,71 ms,372 Mbps,47616 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,352 Mbps,45056 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,288 Mbps,36966 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,229 Mbps,29388 kB/s
152.70.52.84,443,2606:f240:f00:83a7:0:e7ef:2ff2:16cb,DE,Frankfurt,隧道,92 ms,232 Mbps,29798 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,95 ms,47 Mbps,6072 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,225 Mbps,28876 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,216 Mbps,27750 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,264 Mbps,33894 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,29 Mbps,3724 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,219 Mbps,28057 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,45 Mbps,5879 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,43 Mbps,5606 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,176 ms,107 Mbps,13721 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,37 Mbps,4818 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,187 ms,38 Mbps,4864 kB/s
152.70.242.38,443,132.226.226.133,KR,Seoul,隧道,210 ms,65 Mbps,8369 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,201 ms,0 Mbps,31 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,214 ms,28 Mbps,3669 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,195 ms,78 Mbps,9987 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,215 ms,35 Mbps,4486 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,222 ms,31 Mbps,4089 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,229 ms,61 Mbps,7918 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,237 ms,2 Mbps,324 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,142 ms,0 Mbps,29 kB/s
