中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,3096 Mbps,396288 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,2 ms,888 Mbps,113664 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,21 ms,451 Mbps,57753 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,694 Mbps,88883 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,22 ms,698 Mbps,89395 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,60 ms,113 Mbps,14540 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,365 Mbps,46796 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,67 ms,6 Mbps,884 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,46 Mbps,5899 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,122 ms,248 Mbps,31846 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,118 ms,47 Mbps,6108 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,44 Mbps,5646 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,149 ms,128 Mbps,16384 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,157 ms,42 Mbps,5490 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,155 ms,136 Mbps,17510 kB/s
158.101.201.244,443,163.123.193.23,DE,Munich,隧道,150 ms,67 Mbps,8666 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,151 ms,127 Mbps,16281 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,178 ms,12 Mbps,1545 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,174 ms,95 Mbps,12185 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,168 ms,31 Mbps,3971 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,138 ms,134 Mbps,17203 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,163 ms,40 Mbps,5154 kB/s
