中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,637 Mbps,81612 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,31 ms,808 Mbps,103424 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,22 ms,77 Mbps,9862 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,30 ms,49 Mbps,6274 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,47 ms,529 Mbps,67788 kB/s
35.230.79.26,443,35.212.254.121,US,Seattle,隧道,54 ms,432 Mbps,55398 kB/s
35.197.23.75,443,35.212.254.121,US,Seattle,隧道,47 ms,431 Mbps,55193 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,22 ms,790 Mbps,101171 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,52 ms,50 Mbps,6446 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,23 ms,671 Mbps,85913 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,40 ms,555 Mbps,71065 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,131 ms,148 Mbps,19046 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,372 Mbps,47616 kB/s
84.235.175.57,443,2a0b:21c0:100a:1fa:0:2eae:f96a:e5af,DE,Frankfurt,隧道,120 ms,196 Mbps,25088 kB/s
143.47.176.251,443,2a0b:21c0:100a:1b6:0:b250:a619:b28c,DE,Frankfurt,隧道,123 ms,179 Mbps,22937 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,113 ms,41 Mbps,5355 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,133 ms,173 Mbps,22220 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,133 ms,164 Mbps,21094 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,124 ms,191 Mbps,24473 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,123 ms,47 Mbps,6116 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,142 ms,43 Mbps,5519 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,145 ms,188 Mbps,24064 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,127 ms,222 Mbps,28467 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,110 ms,44 Mbps,5733 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,146 Mbps,18739 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,131 ms,41 Mbps,5304 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,143 ms,42 Mbps,5399 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,142 ms,159 Mbps,20377 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,153 ms,43 Mbps,5566 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,141 ms,41 Mbps,5256 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,167 ms,39 Mbps,5053 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,169 ms,36 Mbps,4732 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,181 ms,95 Mbps,12185 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,130 ms,40 Mbps,5205 kB/s
130.162.144.191,443,2a09:bac1:3f40::20b:a3,KR,Seoul,隧道,201 ms,36 Mbps,4681 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,187 ms,0 Mbps,60 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,179 ms,112 Mbps,14438 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,194 ms,40 Mbps,5185 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,210 ms,2 Mbps,379 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,213 ms,14 Mbps,1850 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,240 ms,59 Mbps,7601 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,187 ms,2 Mbps,306 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,206 ms,4 Mbps,515 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,161 ms,7 Mbps,973 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,69 Mbps,8859 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,248 ms,6 Mbps,773 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,340 ms,0 Mbps,15 kB/s
