中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,872 Mbps,111616 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,11 ms,1528 Mbps,195584 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,37 ms,384 Mbps,49152 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,3 ms,1560 Mbps,199680 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1256 Mbps,160768 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,29 ms,466 Mbps,59699 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,43 ms,840 Mbps,107520 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,354 Mbps,45363 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,658 Mbps,84275 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,78 ms,7 Mbps,949 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,3 Mbps,397 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,124 ms,49 Mbps,6274 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,47 Mbps,6024 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,148 ms,50 Mbps,6400 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,118 ms,48 Mbps,6160 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,43 Mbps,5616 kB/s
8.219.179.34,443,47.245.114.12,SG,Singapore,隧道,173 ms,94 Mbps,12083 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,162 ms,35 Mbps,4589 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,158 ms,43 Mbps,5553 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,163 ms,131 Mbps,16793 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,180 ms,140 Mbps,17920 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,193 ms,34 Mbps,4376 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,145 ms,128 Mbps,16486 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,173 ms,120 Mbps,15360 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,170 ms,96 Mbps,12288 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,153 ms,45 Mbps,5795 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,142 ms,5 Mbps,684 kB/s
