中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,30 ms,717 Mbps,91852 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,25 ms,54 Mbps,6944 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,59 ms,256 Mbps,32870 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,540 Mbps,69222 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,316 Mbps,40550 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,48 ms,538 Mbps,68915 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,47 ms,512 Mbps,65638 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,40 Mbps,5166 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,134 ms,172 Mbps,22016 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,126 ms,154 Mbps,19763 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,124 ms,155 Mbps,19865 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,212 Mbps,27238 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,130 ms,50 Mbps,6424 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,142 ms,46 Mbps,5897 kB/s
64.110.104.30,443,64.110.104.30,JP,Hong Kong,中转,139 ms,46 Mbps,6012 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,193 ms,11 Mbps,1438 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,193 ms,37 Mbps,4756 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,126 ms,47 Mbps,6129 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,188 ms,37 Mbps,4841 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,212 ms,25 Mbps,3210 kB/s
129.154.197.32,443,2602:ffe4:407:20d9:0:f0e:3122:3109,SG,Singapore,隧道,251 ms,52 Mbps,6770 kB/s
168.138.212.80,443,168.138.212.80,JP,San Jose,中转,134 ms,41 Mbps,5269 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,176 ms,42 Mbps,5417 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,128 ms,0 Mbps,24 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,172 ms,34 Mbps,4471 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,516 Mbps,66048 kB/s
