中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,658 Mbps,84275 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,48 ms,486 Mbps,62259 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,55 ms,470 Mbps,60211 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,540 Mbps,69222 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,57 ms,286 Mbps,36659 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,47 ms,538 Mbps,68915 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,432 Mbps,55296 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,37 ms,29 Mbps,3784 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,51 ms,492 Mbps,62976 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,124 ms,178 Mbps,22835 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,132 ms,168 Mbps,21606 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,135 ms,172 Mbps,22118 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,124 ms,43 Mbps,5614 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,130 ms,180 Mbps,23040 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,116 ms,48 Mbps,6195 kB/s
158.101.217.62,443,2606:f240:f00:a683:0:e8da:844a:de5,DE,Frankfurt,隧道,123 ms,165 Mbps,21196 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,142 ms,45 Mbps,5815 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,148 ms,45 Mbps,5876 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,103 ms,0 Mbps,63 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,175 ms,35 Mbps,4553 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,191 ms,34 Mbps,4472 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,117 ms,43 Mbps,5506 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,181 ms,39 Mbps,5001 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,206 ms,39 Mbps,5035 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,249 ms,45 Mbps,5866 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,178 ms,43 Mbps,5506 kB/s
