中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60ec:78::c:3a7,US,Los Angeles,隧道,74 ms,69 Mbps,8897 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,76 ms,301 Mbps,38604 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,245 Mbps,31436 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,7 ms,33 Mbps,4274 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,692 Mbps,88576 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,12 ms,840 Mbps,107520 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,503 Mbps,64409 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,21 ms,90 Mbps,11571 kB/s
35.230.79.26,443,35.212.134.83,US,Seattle,隧道,101 ms,355 Mbps,45465 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,99 ms,270 Mbps,34611 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,80 ms,233 Mbps,29900 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,82 ms,241 Mbps,30924 kB/s
35.197.23.75,443,35.212.134.83,US,Seattle,隧道,109 ms,356 Mbps,45568 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,113 ms,360 Mbps,46080 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,99 ms,46 Mbps,5910 kB/s
141.147.60.82,443,2a0b:21c0:1007:1cb:0:2829:38f7:2e4e,DE,Frankfurt,隧道,110 ms,133 Mbps,17100 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,268 Mbps,34406 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,73 ms,385 Mbps,49356 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,77 ms,385 Mbps,49356 kB/s
129.146.209.97,443,129.146.209.97,US,San Jose,中转,78 ms,324 Mbps,41472 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,295 Mbps,37785 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,9 ms,73 Mbps,9372 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,76 ms,304 Mbps,39014 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,72 ms,330 Mbps,42291 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,80 ms,263 Mbps,33689 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,77 ms,299 Mbps,38297 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,102 ms,61 Mbps,7870 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,90 ms,11 Mbps,1428 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,100 ms,35 Mbps,4588 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,104 ms,45 Mbps,5851 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,102 ms,46 Mbps,6004 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,101 ms,314 Mbps,40243 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,95 ms,45 Mbps,5762 kB/s
158.101.218.195,443,2a0b:21c0:100a:1b3:0:271c:9712:d1df,DE,Frankfurt,隧道,101 ms,109 Mbps,14028 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,101 ms,252 Mbps,32256 kB/s
152.70.63.131,443,98.98.156.34,DE,Frankfurt,隧道,100 ms,212 Mbps,27136 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,114 Mbps,14643 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,61 ms,45 Mbps,5787 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,207 ms,73 Mbps,9382 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,45 Mbps,5853 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,77 ms,314 Mbps,40243 kB/s
168.138.149.17,443,168.138.149.17,BR,S
