中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,800 Mbps,102400 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,10 ms,7 Mbps,988 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,321 Mbps,41164 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,72 ms,346 Mbps,44339 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,310 Mbps,39731 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,272 Mbps,34918 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,366 Mbps,46899 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,88 ms,279 Mbps,35737 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,74 ms,336 Mbps,43110 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,68 ms,369 Mbps,47308 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,100 ms,223 Mbps,28569 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,84 ms,44 Mbps,5713 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,210 Mbps,26931 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,95 ms,42 Mbps,5496 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,98 ms,43 Mbps,5580 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,112 Mbps,14336 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,174 ms,36 Mbps,4691 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,43 Mbps,5570 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,177 ms,44 Mbps,5650 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,178 ms,41 Mbps,5329 kB/s
143.47.182.90,443,163.123.193.3,DE,Munich,隧道,104 ms,133 Mbps,17100 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,218 ms,10 Mbps,1407 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,242 ms,16 Mbps,2073 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,198 ms,40 Mbps,5164 kB/s
