中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,58 ms,580 Mbps,74240 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,32 ms,283 Mbps,36249 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,59 ms,2 Mbps,298 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,52 ms,605 Mbps,77516 kB/s
129.146.7.98,443,2a09:bac5:60ea:78::c:3a7,US,Los Angeles,隧道,26 ms,88 Mbps,11264 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,19 ms,410 Mbps,52531 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,34 ms,1256 Mbps,160768 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,66 ms,429 Mbps,54988 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,80 ms,352 Mbps,45158 kB/s
129.146.46.164,443,129.146.46.164,324 Mbps,41472 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,18 ms,78 Mbps,10035 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,34 ms,1056 Mbps,135168 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,65 ms,488 Mbps,62566 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,55 ms,565 Mbps,72396 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,60 ms,832 Mbps,106496 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,46 ms,610 Mbps,78131 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,55 ms,56 Mbps,7201 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,54 ms,505 Mbps,64716 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,132 ms,40 Mbps,5239 kB/s
