中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,722 Mbps,92467 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,69 ms,385 Mbps,49356 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,68 ms,274 Mbps,35123 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,70 ms,371 Mbps,47513 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,58 ms,163 Mbps,20889 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,295 Mbps,37785 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,314 Mbps,40243 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,238 Mbps,30515 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,43 Mbps,5531 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,384 Mbps,49254 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,95 ms,50 Mbps,6415 kB/s
143.47.185.70,443,2606:f240:f00:46c4:0:37bf:18b:e8c8,DE,Frankfurt,隧道,94 ms,123 Mbps,15769 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,272 Mbps,34816 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,94 ms,92 Mbps,11776 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,92 ms,44 Mbps,5735 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,207 Mbps,26521 kB/s
144.24.200.164,443,144.24.200.164,FR,Milan,中转,98 ms,43 Mbps,5606 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,67 ms,1 Mbps,155 kB/s
168.138.46.67,443,168.138.46.67,JP,Tokyo,中转,172 ms,36 Mbps,4632 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,219 ms,27 Mbps,3559 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,161 ms,132 Mbps,16896 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,211 ms,30 Mbps,3917 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,35 Mbps,4552 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,227 ms,1 Mbps,142 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,234 ms,33 Mbps,4300 kB/s
64.110.104.30,443,64.110.104.30,JP,Singapore,中转,169 ms,37 Mbps,4797 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,204 ms,35 Mbps,4605 kB/s
