中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,58 Mbps,7436 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,1 ms,7 Mbps,982 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,16 ms,800 Mbps,102400 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,86 Mbps,11059 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,67 ms,364 Mbps,46592 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,67 ms,343 Mbps,43929 kB/s
34.82.76.253,443,34.187.190.53,US,Seattle,隧道,73 ms,286 Mbps,36659 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,390 Mbps,49971 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,363 Mbps,46489 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,444 Mbps,56934 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,86 ms,280 Mbps,35942 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,399 Mbps,51097 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,212 Mbps,27136 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,289 Mbps,37068 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,102 ms,276 Mbps,35430 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,83 ms,257 Mbps,32972 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,46 Mbps,5923 kB/s
152.70.55.39,443,2606:f240:f00:2be4:0:3216:60cc:e68f,US,Frankfurt,隧道,94 ms,230 Mbps,29491 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,47 Mbps,6107 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,48 Mbps,6194 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,159 ms,129 Mbps,16588 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,171 ms,37 Mbps,4810 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,36 Mbps,4671 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,183 ms,40 Mbps,5234 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,182 ms,40 Mbps,5142 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,180 ms,113 Mbps,14540 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,209 ms,37 Mbps,4860 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,35 Mbps,4488 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,238 ms,29 Mbps,3802 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,245 ms,39 Mbps,5015 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,201 ms,84 Mbps,10854 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,229 ms,0 Mbps,40 kB/s
