中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,872 Mbps,111616 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,414 Mbps,53043 kB/s
35.197.23.75,443,35.212.183.25,US,Seattle,隧道,55 ms,464 Mbps,59494 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,312 Mbps,40038 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,40 ms,1 Mbps,249 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,568 Mbps,72704 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,530 Mbps,67891 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,57 ms,560 Mbps,71782 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,452 Mbps,57856 kB/s
35.230.79.26,443,35.212.183.25,US,Seattle,隧道,57 ms,509 Mbps,65228 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,463 Mbps,59289 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,424 Mbps,54272 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,119 ms,205 Mbps,26316 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,49 Mbps,6382 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,251 Mbps,32153 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,192 Mbps,24576 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,158 ms,128 Mbps,16486 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,144 ms,46 Mbps,5983 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,153 ms,43 Mbps,5573 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,155 ms,43 Mbps,5600 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,42 Mbps,5381 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,44 Mbps,5661 kB/s
193.122.124.215,443,132.226.239.169,KR,Seoul,隧道,217 ms,85 Mbps,10956 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,220 ms,34 Mbps,4436 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,225 ms,2 Mbps,262 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,227 ms,27 Mbps,3460 kB/s
