中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,12 ms,1152 Mbps,147456 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,4 ms,1472 Mbps,188416 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,674 Mbps,86323 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,7 ms,1568 Mbps,200704 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,7 ms,632 Mbps,80998 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,904 Mbps,115712 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,26 ms,936 Mbps,119808 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,26 ms,976 Mbps,124928 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,26 ms,414 Mbps,53043 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,22 ms,904 Mbps,115712 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,219 Mbps,28057 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,73 ms,328 Mbps,42086 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,75 ms,309 Mbps,39628 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,163 ms,118 Mbps,15155 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,113 ms,44 Mbps,5745 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,113 ms,46 Mbps,5974 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,150 ms,42 Mbps,5459 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,145 ms,31 Mbps,4010 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,131 Mbps,16793 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,116 ms,210 Mbps,26931 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,177 ms,41 Mbps,5346 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,146 ms,26 Mbps,3340 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,153 ms,37 Mbps,4799 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,111 Mbps,14233 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,170 ms,39 Mbps,5000 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,109 ms,89 Mbps,11468 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,137 ms,43 Mbps,5549 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,169 ms,40 Mbps,5222 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,205 ms,0 Mbps,43 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,168 ms,0 Mbps,12 kB/s
