中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,15 ms,1120 Mbps,143360 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,118 Mbps,15155 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,72 ms,338 Mbps,43315 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,724 Mbps,92672 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,50 ms,486 Mbps,62259 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,388 Mbps,49664 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,52 ms,474 Mbps,60723 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,24 ms,665 Mbps,85196 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,50 ms,539 Mbps,69017 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,461 Mbps,59084 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,56 ms,452 Mbps,57856 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,202 Mbps,25907 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,98 ms,47 Mbps,6046 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,115 ms,47 Mbps,6095 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,193 Mbps,24780 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,193 Mbps,24780 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,192 Mbps,24576 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,113 ms,46 Mbps,5917 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,136 Mbps,17510 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,157 ms,41 Mbps,5365 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,160 ms,43 Mbps,5559 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,189 ms,10 Mbps,1397 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,193 ms,35 Mbps,4540 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,112 ms,43 Mbps,5618 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,221 ms,40 Mbps,5189 kB/s
131.186.61.103,443,2602:ffe4:407:21d9:0:514a:3229:bd15,SG,Singapore,隧道,224 ms,68 Mbps,8744 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,237 ms,23 Mbps,3030 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,194 ms,65 Mbps,8422 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,150 ms,0 Mbps,36 kB/s
