中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,506 Mbps,64819 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,1104 Mbps,141312 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,18 ms,816 Mbps,104448 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,18 ms,54 Mbps,6922 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,414 Mbps,53043 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,54 ms,497 Mbps,63692 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,64 ms,485 Mbps,62156 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,53 ms,489 Mbps,62668 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,55 ms,495 Mbps,63385 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,108 ms,29 Mbps,3769 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,461 Mbps,59084 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,356 Mbps,45568 kB/s
129.146.7.98,443,2a09:bac5:60ef:1173::1bd:ed,US,Los Angeles,隧道,49 ms,83 Mbps,10649 kB/s
141.144.199.182,443,2a0b:21c0:1007:1c7:0:e4ec:4f0:8a67,DE,Frankfurt,隧道,116 ms,176 Mbps,22630 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,132 ms,212 Mbps,27136 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,121 ms,39 Mbps,5109 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,108 ms,176 Mbps,22630 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,122 ms,162 Mbps,20787 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,26 ms,31 Mbps,4092 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,123 ms,189 Mbps,24268 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,31 ms,82 Mbps,10547 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,216 ms,80 Mbps,10342 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,70 ms,473 Mbps,60620 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,118 ms,174 Mbps,22323 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,58 ms,416 Mbps,53350 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,150 Mbps,19251 kB/s
130.162.166.152,443,2606:f240:f00:5a42:0:3d2b:b15a:c003,US,Frankfurt,隧道,124 ms,216 Mbps,27648 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,123 ms,267 Mbps,34201 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,44 Mbps,5698 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,165 ms,47 Mbps,6106 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,126 ms,64 Mbps,8253 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,128 ms,45 Mbps,5834 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,50 ms,47 Mbps,6086 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,140 ms,46 Mbps,5939 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,59 ms,48 Mbps,6173 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,67 ms,286 Mbps,36659 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,117 ms,46 Mbps,5900 kB/s
168.138.149.17,443,168.138.149.17,BR,S
