中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,52 ms,504 Mbps,64512 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,560 Mbps,71680 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,403 Mbps,51609 kB/s
184.169.181.217,443,184.169.181.217,US,Seattle,中转,58 ms,362 Mbps,46387 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,23 ms,434 Mbps,55603 kB/s
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:101,US,Los Angeles,隧道,69 ms,64 Mbps,8205 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,61 ms,457 Mbps,58572 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,67 ms,400 Mbps,51302 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,115 ms,235 Mbps,30105 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,336 Mbps,43110 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,79 ms,475 Mbps,60825 kB/s
129.146.46.164,443,129.146.46.164,US,Denver,中转,134 ms,239 Mbps,30617 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,107 ms,44 Mbps,5707 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,105 ms,4 Mbps,542 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,20 ms,56 Mbps,7263 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,29 ms,39 Mbps,5031 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,129 ms,200 Mbps,25702 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,56 ms,455 Mbps,58265 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,167 Mbps,21401 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,210 Mbps,26931 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,111 ms,29 Mbps,3818 kB/s
192.18.134.231,443,192.18.134.231,US,Dallas,中转,63 ms,387 Mbps,49561 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,127 ms,43 Mbps,5583 kB/s
141.144.204.88,443,98.98.166.170,US,Frankfurt,隧道,128 ms,202 Mbps,25907 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,173 ms,143 Mbps,18329 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,119 ms,40 Mbps,5143 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,130 ms,46 Mbps,6002 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,126 ms,46 Mbps,5957 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,112 ms,71 Mbps,9107 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,18 ms,768 Mbps,98304 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,179 Mbps,22937 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,111 ms,16 Mbps,2134 kB/s
168.138.149.17,443,168.138.149.17,BR,S
