中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.103.203,443,43.153.103.203,US,San Jose,中转,17 ms,1408 Mbps,180224 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,18 ms,1064 Mbps,136192 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,42 ms,620 Mbps,79360 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,18 ms,1248 Mbps,159744 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,43 ms,599 Mbps,76697 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,21 ms,872 Mbps,111616 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,19 ms,642 Mbps,82227 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,39 ms,592 Mbps,75776 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,41 ms,525 Mbps,67276 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,58 ms,17 Mbps,2189 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,58 ms,343 Mbps,43929 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,406 Mbps,52019 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,112 ms,195 Mbps,24985 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,144 ms,168 Mbps,21504 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,122 ms,39 Mbps,5119 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,119 ms,45 Mbps,5760 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,149 ms,127 Mbps,16281 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,125 ms,184 Mbps,23654 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,126 ms,50 Mbps,6482 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,49 Mbps,6279 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,151 ms,33 Mbps,4250 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,152 ms,43 Mbps,5567 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,163 ms,41 Mbps,5292 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,176 ms,39 Mbps,5089 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,181 ms,0 Mbps,122 kB/s
146.56.41.171,443,2602:ffe4:407:21d9:0:2840:9ac1:c68d,SG,Singapore,隧道,219 ms,72 Mbps,9255 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,143 ms,43 Mbps,5587 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,180 ms,0 Mbps,36 kB/s
