中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,1552 Mbps,198656 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1256 Mbps,160768 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,27 ms,640 Mbps,82022 kB/s
129.146.7.98,443,2a09:bac5:60e9:78::c:366,US,Los Angeles,隧道,57 ms,62 Mbps,8022 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,59 ms,308 Mbps,39424 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,228 Mbps,29184 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,47 Mbps,6090 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,408 Mbps,52326 kB/s
35.230.79.26,443,35.212.162.172,US,Seattle,隧道,73 ms,280 Mbps,35942 kB/s
34.82.76.253,443,34.168.231.76,US,Seattle,隧道,77 ms,137 Mbps,17612 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,84 ms,248 Mbps,31744 kB/s
35.197.23.75,443,35.212.162.172,US,Seattle,隧道,74 ms,228 Mbps,29184 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,150 Mbps,19251 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,99 ms,44 Mbps,5674 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Newark,隧道,62 ms,49 Mbps,6300 kB/s
152.70.52.84,443,2a0b:21c0:1007:1ca:0:ff92:92e2:5000,DE,Frankfurt,隧道,97 ms,284 Mbps,36352 kB/s
143.47.176.251,443,2a0b:21c0:1007:1c9:0:c3db:6fbd:c07e,DE,Frankfurt,隧道,93 ms,262 Mbps,33587 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,287 Mbps,36761 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,248 Mbps,31744 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,49 Mbps,6287 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,46 Mbps,5996 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,280 Mbps,35840 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,156 ms,42 Mbps,5479 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,167 ms,3 Mbps,400 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,182 ms,40 Mbps,5210 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,117 Mbps,15052 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,172 ms,34 Mbps,4441 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,192 ms,85 Mbps,10956 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,209 ms,38 Mbps,4943 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,39 Mbps,5119 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,211 ms,36 Mbps,4648 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,238 ms,2 Mbps,280 kB/s
8.219.95.212,443,8.222.240.96,SG,Singapore,隧道,275 ms,40 Mbps,5227 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,201 ms,32 Mbps,4118 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,234 ms,3 Mbps,459 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,160 ms,0 Mbps,59 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,6 ms,50 Mbps,6413 kB/s
