中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,3 ms,7 Mbps,942 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,19 ms,548 Mbps,70144 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,74 ms,351 Mbps,44953 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,299 Mbps,38297 kB/s
35.197.23.75,443,35.212.181.70,US,Seattle,隧道,80 ms,335 Mbps,42905 kB/s
35.230.79.26,443,35.212.181.70,US,Seattle,隧道,69 ms,362 Mbps,46387 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,430 Mbps,55091 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,75 ms,347 Mbps,44441 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,76 ms,357 Mbps,45772 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,54 ms,385 Mbps,49356 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,240 Mbps,30720 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,70 ms,331 Mbps,42393 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,108 ms,231 Mbps,29593 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,46 Mbps,5932 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,271 Mbps,34713 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,120 Mbps,15360 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,45 Mbps,5791 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,164 ms,37 Mbps,4787 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,166 ms,36 Mbps,4649 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,38 Mbps,4888 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,196 ms,34 Mbps,4474 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,212 ms,0 Mbps,11 kB/s
8.219.149.83,443,8.222.240.96,SG,Singapore,隧道,223 ms,59 Mbps,7617 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,34 Mbps,4441 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,187 ms,70 Mbps,9032 kB/s
