中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,528 Mbps,67584 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,7 Mbps,972 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,47 ms,559 Mbps,71577 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,50 ms,449 Mbps,57548 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,472 Mbps,60518 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,49 ms,549 Mbps,70348 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,56 ms,476 Mbps,60928 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,258 Mbps,33075 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,47 Mbps,6132 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,208 Mbps,26726 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,213 Mbps,27340 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,151 ms,42 Mbps,5423 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,140 ms,160 Mbps,20480 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,154 ms,45 Mbps,5840 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,160 ms,44 Mbps,5711 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,43 Mbps,5549 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,111 ms,43 Mbps,5558 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,203 ms,12 Mbps,1564 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,51 ms,305 Mbps,39116 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,230 ms,34 Mbps,4456 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,172 ms,84 Mbps,10752 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,229 ms,68 Mbps,8731 kB/s
