中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,467 Mbps,59801 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,47 ms,410 Mbps,52531 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,428 Mbps,54784 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,48 ms,530 Mbps,67891 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,424 Mbps,54272 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,59 ms,244 Mbps,31232 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,59 ms,139 Mbps,17817 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,101 ms,49 Mbps,6274 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,123 ms,199 Mbps,25497 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,189 Mbps,24268 kB/s
193.123.38.223,443,2606:f240:f00:dd8d:0:3dd2:fadf:bc85,DE,Frankfurt,隧道,120 ms,201 Mbps,25804 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,119 ms,45 Mbps,5819 kB/s
152.70.62.177,443,2606:f240:f00:6acf:0:8ac9:98f8:d63,DE,Frankfurt,隧道,111 ms,186 Mbps,23859 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,192 Mbps,24678 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,169 Mbps,21708 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,114 ms,42 Mbps,5401 kB/s
3.112.21.102,443,3.112.21.102,JP,Hong Kong,中转,143 ms,136 Mbps,17408 kB/s
64.110.104.30,443,64.110.104.30,JP,Hong Kong,中转,149 ms,35 Mbps,4496 kB/s
168.138.46.67,443,168.138.46.67,JP,Hong Kong,中转,168 ms,36 Mbps,4630 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,197 ms,23 Mbps,3003 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,201 ms,38 Mbps,4944 kB/s
168.138.212.80,443,168.138.212.80,JP,Seattle,中转,147 ms,35 Mbps,4558 kB/s
129.159.84.71,443,129.159.84.71,US,London,中转,91 ms,0 Mbps,59 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,221 ms,32 Mbps,4132 kB/s
131.186.17.132,443,131.186.17.132,KR,Los Angeles,中转,206 ms,40 Mbps,5193 kB/s
8.219.1.169,443,8.219.1.169,SG,Milan,中转,222 ms,1 Mbps,225 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,221 ms,1 Mbps,143 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,196 ms,0 Mbps,24 kB/s
