中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,11 ms,1688 Mbps,216064 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,10 ms,1456 Mbps,186368 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,605 Mbps,77516 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,6 ms,31 Mbps,4033 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,474 Mbps,60723 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,69 ms,340 Mbps,43622 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,320 Mbps,40960 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,232 Mbps,29696 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,231 Mbps,29593 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,292 Mbps,37478 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,225 Mbps,28876 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,342 Mbps,43827 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,74 ms,345 Mbps,44236 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,96 ms,46 Mbps,5967 kB/s
150.230.20.4,443,2a0b:21c0:100a:1b6:0:45b:2b30:c75,DE,Frankfurt,隧道,94 ms,208 Mbps,26624 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,71 ms,202 Mbps,25907 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,251 Mbps,32153 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,45 Mbps,5792 kB/s
143.47.190.37,443,2a0b:21c0:1007:ca:0:3bfe:c72:fd6a,DE,Frankfurt,隧道,104 ms,108 Mbps,13926 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,196 Mbps,25190 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,41 Mbps,5275 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,102 Mbps,13107 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,181 ms,30 Mbps,3930 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,161 ms,0 Mbps,67 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,173 ms,41 Mbps,5252 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,203 ms,79 Mbps,10137 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,215 ms,39 Mbps,5030 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,227 ms,35 Mbps,4488 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,38 Mbps,4891 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,214 ms,90 Mbps,11571 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,240 ms,1 Mbps,210 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,219 ms,0 Mbps,26 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,227 ms,0 Mbps,1 kB/s
