中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,9 ms,48 Mbps,6267 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,591 Mbps,75673 kB/s
35.230.79.26,443,35.212.220.140,US,Seattle,隧道,73 ms,228 Mbps,29286 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,55 ms,286 Mbps,36659 kB/s
35.197.23.75,443,35.212.220.140,US,Seattle,隧道,70 ms,285 Mbps,36556 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,307 Mbps,39321 kB/s
184.169.181.217,443,184.169.181.217,US,Seattle,中转,70 ms,388 Mbps,49664 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,2 ms,1112 Mbps,142336 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1368 Mbps,175104 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,244 Mbps,31232 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,278 Mbps,35635 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,74 ms,319 Mbps,40857 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,348 Mbps,44544 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,102 ms,244 Mbps,31232 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,309 Mbps,39628 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,245 Mbps,31436 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,49 Mbps,6346 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,172 ms,108 Mbps,13926 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,179 ms,42 Mbps,5483 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,99 ms,45 Mbps,5805 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,192 ms,92 Mbps,11776 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,217 ms,38 Mbps,4877 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,235 ms,32 Mbps,4163 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,210 ms,68 Mbps,8783 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,237 ms,2 Mbps,311 kB/s
8.219.52.156,443,8.222.240.96,SG,Singapore,隧道,245 ms,60 Mbps,7781 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,37 Mbps,4795 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,226 ms,0 Mbps,7 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,243 ms,8 Mbps,1142 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,0 Mbps,122 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,206 ms,66 Mbps,8503 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,292 ms,0 Mbps,19 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,181 ms,43 Mbps,5598 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,339 ms,0 Mbps,12 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,195 ms,23 Mbps,2957 kB/s
