中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,29 ms,619 Mbps,79257 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,519 Mbps,66457 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,271 Mbps,34713 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,49 ms,528 Mbps,67686 kB/s
35.230.79.26,443,35.212.227.159,US,Seattle,隧道,48 ms,552 Mbps,70656 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,359 Mbps,45977 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,48 ms,483 Mbps,61849 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,50 ms,369 Mbps,47308 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,372 Mbps,47718 kB/s
35.197.23.75,443,35.212.227.159,US,Seattle,隧道,51 ms,478 Mbps,61235 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,48 Mbps,6178 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,50 Mbps,6442 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,222 Mbps,28467 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,139 ms,167 Mbps,21401 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,124 ms,47 Mbps,6025 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,148 ms,47 Mbps,6056 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,141 ms,26 Mbps,3339 kB/s
168.138.212.80,443,168.138.212.80,JP,Hong Kong,中转,143 ms,43 Mbps,5620 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,173 ms,22 Mbps,2919 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,192 ms,11 Mbps,1457 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,193 ms,34 Mbps,4477 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,216 ms,18 Mbps,2404 kB/s
158.180.74.63,443,128.14.110.206,SG,Singapore,隧道,226 ms,64 Mbps,8270 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,107 ms,1 Mbps,173 kB/s
64.110.101.125,443,64.110.101.125,JP,Hong Kong,中转,148 ms,165 Mbps,21196 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,190 ms,1 Mbps,242 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,106 ms,84 Mbps,10854 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,181 ms,5 Mbps,723 kB/s
