中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.229.69,US,Seattle,隧道,33 ms,880 Mbps,112640 kB/s
129.146.7.98,443,2a09:bac5:60e9:1846::26b:a0,US,Los Angeles,隧道,20 ms,58 Mbps,7532 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,10 ms,1544 Mbps,197632 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,168 Mbps,21606 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,123 Mbps,15769 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,13 ms,872 Mbps,111616 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,169 ms,48 Mbps,6151 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,13 ms,679 Mbps,86937 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,79 ms,2 Mbps,355 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,22 ms,936 Mbps,119808 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,38 ms,316 Mbps,40448 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,66 ms,360 Mbps,46080 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,18 ms,454 Mbps,58163 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,32 ms,628 Mbps,80384 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,183 ms,0 Mbps,59 kB/s
35.197.23.75,443,35.212.229.69,US,Seattle,隧道,57 ms,928 Mbps,118784 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,1 ms,920 Mbps,117760 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,77 ms,432 Mbps,55296 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,77 ms,50 Mbps,6400 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,115 ms,212 Mbps,27136 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,87 ms,44 Mbps,5704 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,157 ms,128 Mbps,16384 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,107 ms,162 Mbps,20787 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,174 ms,3 Mbps,434 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,140 ms,144 Mbps,18534 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,150 ms,154 Mbps,19763 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,170 ms,45 Mbps,5765 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,117 ms,243 Mbps,31129 kB/s
141.148.230.146,443,98.98.156.18,DE,Frankfurt,隧道,175 ms,100 Mbps,12902 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,188 ms,38 Mbps,4894 kB/s
152.70.60.159,443,2a0b:21c0:100a:1b0:0:9649:1e63:4afc,DE,Frankfurt,隧道,172 ms,104 Mbps,13312 kB/s
130.162.144.191,443,2a09:bac5:4732:1a14::299:50,KR,Seoul,隧道,147 ms,35 Mbps,4554 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,133 Mbps,17100 kB/s
158.101.221.74,443,2a0b:21c0:100a:1f9:0:653f:a585:1d7f,DE,Frankfurt,隧道,160 ms,106 Mbps,13619 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,157 ms,48 Mbps,6240 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,174 ms,161 Mbps,20684 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,149 ms,43 Mbps,5581 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,167 ms,35 Mbps,4568 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,177 ms,113 Mbps,14540 kB/s
158.180.88.31,443,2602:ffe4:407:21d9:0:e381:ae02:ec7d,SG,Singapore,隧道,197 ms,86 Mbps,11059 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,160 ms,41 Mbps,5341 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,164 ms,44 Mbps,5656 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,195 ms,41 Mbps,5291 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,174 ms,37 Mbps,4793 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,178 ms,36 Mbps,4722 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,174 ms,36 Mbps,4700 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,164 ms,3 Mbps,453 kB/s
144.24.175.174,443,2a0b:21c0:1007:1c8:0:2c79:d317:da3b,DE,Frankfurt,隧道,170 ms,116 Mbps,14848 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,170 ms,2 Mbps,305 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,146 ms,19 Mbps,2522 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,248 ms,77 Mbps,9932 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,191 ms,47 Mbps,6021 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,269 ms,20 Mbps,2635 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,151 ms,0 Mbps,5 kB/s
