中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.152.186,US,Seattle,隧道,62 ms,482 Mbps,61747 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,1192 Mbps,152576 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,34 ms,1 Mbps,160 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,65 ms,327 Mbps,41881 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,16 ms,66 Mbps,8497 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,393 Mbps,50380 kB/s
35.197.23.75,443,35.212.152.186,US,Seattle,隧道,53 ms,460 Mbps,58880 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,28 ms,66 Mbps,8556 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,26 ms,70 Mbps,8990 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,504 Mbps,64614 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,57 ms,446 Mbps,57139 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,29 ms,59 Mbps,7655 kB/s
152.70.56.137,443,2a0b:21c0:1007:c7:0:936e:87c9:1dc8,DE,Frankfurt,隧道,128 ms,201 Mbps,25804 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,189 Mbps,24268 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,126 ms,43 Mbps,5528 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,168 Mbps,21504 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,38 ms,471 Mbps,60313 kB/s
34.82.76.253,443,34.169.18.214,US,Seattle,隧道,75 ms,537 Mbps,68812 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,116 ms,25 Mbps,3303 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,75 ms,22 Mbps,2847 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,201 ms,74 Mbps,9579 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,123 ms,199 Mbps,25497 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,19 ms,60 Mbps,7749 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,62 ms,384 Mbps,49152 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,111 ms,43 Mbps,5574 kB/s
129.146.46.164,443,129.146.46.164,US,Salt Lake City,中转,99 ms,273 Mbps,35020 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,56 ms,291 Mbps,37273 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,264 Mbps,33894 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,216 Mbps,27750 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,111 ms,206 Mbps,26419 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,58 ms,279 Mbps,35737 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,141 ms,44 Mbps,5693 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,38 ms,8 Mbps,1114 kB/s
144.21.41.185,443,2a0b:21c0:100a:1b5:0:90fb:b93e:4492,DE,Frankfurt,隧道,116 ms,166 Mbps,21299 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,22 ms,60 Mbps,7767 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,132 Mbps,16896 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,203 ms,32 Mbps,4105 kB/s
193.122.109.208,443,217.142.149.56,KR,Seoul,隧道,212 ms,77 Mbps,9932 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,51 ms,44 Mbps,5643 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,129 ms,37 Mbps,4786 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,233 ms,2 Mbps,307 kB/s
168.138.149.17,443,168.138.149.17,BR,S
