中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,773 Mbps,99020 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,67 ms,156 Mbps,19968 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,242 Mbps,31027 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,86 ms,277 Mbps,35532 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,69 ms,375 Mbps,48025 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,77 ms,267 Mbps,34201 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,296 Mbps,37888 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,69 ms,0 Mbps,91 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,222 Mbps,28467 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,91 ms,360 Mbps,46182 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,78 ms,273 Mbps,35020 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,80 ms,320 Mbps,41062 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,101 ms,46 Mbps,5971 kB/s
143.47.185.70,443,2606:f240:f00:46c4:0:37bf:18b:e8c8,DE,Frankfurt,隧道,98 ms,103 Mbps,13209 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,181 Mbps,23244 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,99 ms,26 Mbps,3355 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,120 ms,188 Mbps,24064 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,108 ms,43 Mbps,5522 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,178 ms,37 Mbps,4828 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,101 ms,39 Mbps,5080 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,182 ms,104 Mbps,13414 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,182 ms,20 Mbps,2666 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,221 ms,16 Mbps,2083 kB/s
131.186.33.175,443,2602:ffe4:407:21d9:0:1049:9da0:b3,SG,Singapore,隧道,240 ms,40 Mbps,5178 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,235 ms,30 Mbps,3930 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,215 ms,28 Mbps,3607 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,235 ms,27 Mbps,3497 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,249 ms,51 Mbps,6574 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,214 ms,30 Mbps,3923 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,224 ms,4 Mbps,580 kB/s
