中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,13 ms,524 Mbps,67174 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,385 Mbps,49356 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,21 ms,1176 Mbps,150528 kB/s
129.146.46.164,443,129.146.46.164,335 Mbps,42905 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,446 Mbps,57139 kB/s
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,58 ms,500 Mbps,64000 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,67 ms,478 Mbps,61235 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Las Vegas,隧道,50 ms,52 Mbps,6683 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,21 ms,62 Mbps,8029 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,428 Mbps,54784 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,188 Mbps,24064 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,26 ms,856 Mbps,109568 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,57 ms,423 Mbps,54169 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,66 ms,496 Mbps,63488 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,128 Mbps,16486 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,55 ms,317 Mbps,40652 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,61 ms,380 Mbps,48640 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,98 ms,51 Mbps,6629 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,25 ms,63 Mbps,8162 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,124 ms,217 Mbps,27852 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,104 ms,48 Mbps,6237 kB/s
193.123.38.223,443,2a0b:21c0:1007:1c7:0:4e2d:bf43:ad16,DE,Frankfurt,隧道,103 ms,236 Mbps,30310 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,245 Mbps,31436 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,103 ms,46 Mbps,5945 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,39 Mbps,5082 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,109 ms,280 Mbps,35942 kB/s
193.123.61.156,443,2a0b:21c0:100a:1b7:0:4587:2b05:2302,DE,Frankfurt,隧道,118 ms,229 Mbps,29388 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,56 ms,53 Mbps,6883 kB/s
158.101.221.74,443,2a0b:21c0:1007:cb:0:159:cab9:c639,DE,Frankfurt,隧道,114 ms,192 Mbps,24678 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,62 ms,431 Mbps,55193 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,201 ms,37 Mbps,4752 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,240 Mbps,30822 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,114 ms,46 Mbps,5986 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,181 ms,63 Mbps,8184 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,44 Mbps,5665 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,130 ms,45 Mbps,5776 kB/s
47.90.141.204,443,91.149.239.198,US,Los Angeles,隧道,26 ms,18 Mbps,2414 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,215 ms,2 Mbps,297 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,131 ms,43 Mbps,5562 kB/s
168.138.149.17,443,168.138.149.17,BR,S
