中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,16 ms,790 Mbps,101171 kB/s
35.230.79.26,443,35.212.232.22,US,Seattle,隧道,65 ms,416 Mbps,53350 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,263 Mbps,33689 kB/s
35.197.23.75,443,35.212.232.22,US,Seattle,隧道,69 ms,384 Mbps,49152 kB/s
34.82.76.253,443,34.83.144.186,US,Seattle,隧道,68 ms,385 Mbps,49356 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,0 Mbps,62 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,237 Mbps,30412 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,276 Mbps,35430 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,344 Mbps,44032 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,323 Mbps,41369 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,146 ms,300 Mbps,38502 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,221 Mbps,28364 kB/s
152.70.52.84,443,163.123.193.4,DE,Frankfurt,隧道,92 ms,228 Mbps,29286 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,266 Mbps,34099 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,228 Mbps,29286 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,99 ms,45 Mbps,5885 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,100 ms,42 Mbps,5476 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,175 ms,100 Mbps,12800 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,184 ms,23 Mbps,2980 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,181 ms,35 Mbps,4605 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,181 ms,35 Mbps,4522 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,31 Mbps,4078 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,215 ms,41 Mbps,5360 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,232 ms,29 Mbps,3714 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,227 ms,11 Mbps,1439 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,206 ms,37 Mbps,4792 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,88 ms,44 Mbps,5690 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,223 ms,21 Mbps,2800 kB/s
