中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,4 ms,1520 Mbps,194560 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,2 ms,64 Mbps,8290 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,1 ms,1288 Mbps,164864 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,780 Mbps,99942 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,58 ms,336 Mbps,43008 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,66 ms,322 Mbps,41267 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,220 Mbps,28262 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,78 ms,283 Mbps,36249 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,226 Mbps,28979 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,74 ms,340 Mbps,43520 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,214 Mbps,27443 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,69 ms,309 Mbps,39628 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,265 Mbps,33996 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,72 ms,307 Mbps,39321 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,300 Mbps,38400 kB/s
141.148.244.95,443,2a0b:21c0:100a:1b6:0:6e0c:32c7:4466,DE,Frankfurt,隧道,88 ms,235 Mbps,30105 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,82 ms,254 Mbps,32563 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,100 ms,47 Mbps,6084 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,47 Mbps,6131 kB/s
143.47.176.251,443,2a0b:21c0:100a:1b4:0:e627:4415:2a71,DE,Frankfurt,隧道,94 ms,232 Mbps,29696 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,124 Mbps,15872 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,183 ms,41 Mbps,5313 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,176 ms,1 Mbps,167 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,196 ms,41 Mbps,5361 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,175 ms,36 Mbps,4716 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,197 ms,71 Mbps,9184 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,194 ms,9 Mbps,1226 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,214 ms,30 Mbps,3870 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,4 Mbps,603 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,234 ms,0 Mbps,6 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,243 ms,33 Mbps,4327 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,221 ms,77 Mbps,9977 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,225 ms,3 Mbps,423 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,211 ms,0 Mbps,19 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,246 ms,6 Mbps,858 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,1221 ms,37 Mbps,4794 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,219 ms,0 Mbps,50 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,236 Mbps,30208 kB/s
