中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1656 Mbps,211968 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,8 ms,35 Mbps,4480 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,740 Mbps,94822 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,3 ms,848 Mbps,108544 kB/s
129.146.7.98,443,2a09:bac5:60e9:1173::1bd:11a,US,Los Angeles,隧道,57 ms,96 Mbps,12390 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,71 ms,367 Mbps,47001 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,67 ms,376 Mbps,48128 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,79 ms,296 Mbps,37990 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,84 ms,248 Mbps,31846 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,77 ms,281 Mbps,36044 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,368 Mbps,47206 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,72 ms,381 Mbps,48844 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,292 Mbps,37478 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,215 Mbps,27545 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,224 Mbps,28672 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,179 Mbps,22937 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,98 ms,40 Mbps,5214 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,76 ms,73 Mbps,9459 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,317 Mbps,40652 kB/s
193.123.37.219,443,2a0b:21c0:100a:1b3:0:d15c:d755:bc11,DE,Frankfurt,隧道,102 ms,127 Mbps,16281 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,174 ms,131 Mbps,16793 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,42 Mbps,5401 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,26 Mbps,3349 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,168 ms,0 Mbps,64 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,179 ms,41 Mbps,5336 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,210 ms,82 Mbps,10547 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,211 ms,38 Mbps,4981 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,226 ms,34 Mbps,4410 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,190 ms,32 Mbps,4205 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,223 ms,27 Mbps,3489 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,260 ms,20 Mbps,2679 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,240 ms,4 Mbps,555 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,235 ms,0 Mbps,31 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,216 ms,0 Mbps,12 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,29 Mbps,3753 kB/s
